id,type,brand,car_spaces,passengers,antiquity,drive_permission,electric
60038,Car,Peugeot,5,4,19,true,false
60039,Car,Lexus,3,1,21,true,false
60040,Without_carnet,Ligier,1,1,24,false,false
60041,Tractor,Fendt,1,1,6,true,false
60042,Van,Fiat,8,5,8,true,false
60043,Car,Nissan,2,1,3,true,false
60044,Car,Land Rover,3,3,14,true,false
60045,Van,Citroen,7,6,19,true,false
60046,Lorry,Agrale,3,3,23,true,false
60047,Van,Renault,7,7,22,true,false
60048,Lorry,Iveco,3,3,27,true,false
60049,Van,Fiat,7,7,11,true,false
60050,Lorry,Pegaso,3,2,1,true,false
60051,Car,Tesla,3,3,18,true,false
60052,Tractor,Ford,1,1,5,true,false
60053,Tractor,Claas,2,2,8,true,false
60054,Motorbyke,Yamaha,2,1,4,true,false
60055,Tractor,New Holland,2,2,25,true,false
60056,Van,Volkswagen,5,5,25,true,false
60057,Van,Toyota,7,5,9,true,false
60058,Car,Land Rover,2,2,19,true,false
60059,Car,Jeep,2,2,12,true,false
60060,Van,Citroen,8,7,12,true,false
60061,Tractor,Case,2,1,28,true,false
60062,Tractor,Claas,1,1,16,true,false
60063,Motorbyke,Yamaha,2,1,2,true,false
60064,Lorry,Pegaso,3,2,13,true,false
60065,Tractor,Fendt,2,1,2,true,false
60066,Motorbyke,Ducati,1,1,19,true,false
60067,Car,Nissan,2,2,27,true,false
60068,Motorbyke,Derbi,2,2,26,true,false
60069,Without_carnet,Microcar,2,2,15,false,false
60070,Car,Hyunday,3,3,25,true,false
60071,Lorry,Mercedes-Benz,3,3,20,true,false
60072,Lorry,Agrale,3,3,24,true,false
60073,Car,Mazda,4,1,23,true,false
60074,Lorry,Pegaso,3,2,24,true,false
60075,Car,Mercedes-Benz,4,2,19,true,false
60076,Tractor,Deutz,2,2,25,true,false
60077,Motorbyke,Harley Davidson,2,1,9,true,false
60078,Car,Citroen,3,1,15,true,false
60079,Car,McLaren,3,1,13,true,false
60080,Motorbyke,Derbi,1,1,1,true,false
60081,Car,McLaren,4,1,5,true,false
60082,Lorry,Agrale,3,2,25,true,false
60083,Tractor,Massey Ferguson,2,2,18,true,false
60084,Lorry,Volvo,3,3,9,true,false
60085,Car,McLaren,5,2,24,true,false
60086,Motorbyke,Ducati,2,2,22,true,false
60087,Van,Fiat,7,7,30,true,true
60088,Motorbyke,Harley Davidson,1,1,20,true,false
60089,Van,Mercedes-Benz,7,7,16,true,true
60090,Motorbyke,Aprilia,1,1,12,true,false
60091,Lorry,Iveco,3,2,28,true,false
60092,Van,Volkswagen,5,5,13,true,false
60093,Without_carnet,Aixam,2,1,17,false,false
60094,Tractor,Case,1,1,3,true,true
60095,Tractor,Deutz,2,1,24,true,false
60096,Motorbyke,KTM,2,2,3,true,false
60097,Car,Suzuki,3,3,26,true,false
60098,Van,Peugeot,5,5,14,true,false
60099,Tractor,Fendt,1,1,19,true,false
60100,Van,Peugeot,6,5,1,true,false
60101,Lorry,Mercedes-Benz,3,3,26,true,false
60102,Without_carnet,Ligier,2,1,3,false,false
60103,Without_carnet,Ligier,2,2,2,false,false
60104,Van,Volkswagen,8,5,24,true,false
60105,Lorry,Iveco,3,3,19,true,false
60106,Lorry,Mercedes-Benz,3,2,22,true,false
60107,Motorbyke,Ducati,2,2,10,true,false
60108,Car,Mazda,5,4,27,true,true
60109,Lorry,Volvo,3,1,3,true,false
60110,Tractor,New Holland,1,1,14,true,false
60111,Tractor,Deutz,2,1,18,true,false
60112,Tractor,Valtra,1,1,16,true,false
60113,Car,Fiat,3,2,24,true,false
60114,Lorry,Volvo,3,2,19,true,false
60115,Motorbyke,Harley Davidson,1,1,9,true,false
60116,Lorry,Iveco,3,3,24,true,false
60117,Car,Tesla,2,2,25,true,false
60118,Tractor,Fendt,2,1,5,true,false
60119,Van,Fiat,7,7,26,true,false
60120,Lorry,Mercedes-Benz,3,2,4,true,false
60121,Lorry,Volvo,3,2,9,true,false
60122,Motorbyke,Vespa,2,1,0,true,false
60123,Without_carnet,Microcar,2,2,27,false,false
60124,Tractor,Lanz Bulldog,1,1,11,true,false
60125,Van,Opel,7,6,27,true,false
60126,Van,Opel,6,5,0,true,false
60127,Lorry,Volvo,3,3,30,true,false
60128,Lorry,Volvo,3,2,30,true,false
60129,Without_carnet,Aixam,2,2,2,false,false
60130,Motorbyke,KTM,1,1,29,true,false
60131,Car,Mercedes-Benz,2,2,28,true,false
60132,Van,Nissan,6,5,23,true,false
60133,Car,Maserati,2,2,5,true,false
60134,Car,Honda,5,2,13,true,false
60135,Tractor,Massey Ferguson,1,1,30,true,true
60136,Motorbyke,Aprilia,2,2,20,true,false
60137,Lorry,Agrale,3,2,25,true,false
60138,Van,Iveco,6,6,11,true,true
60139,Lorry,Volvo,3,3,28,true,false
60140,Tractor,John Deere,2,1,23,true,false
60141,Lorry,Pegaso,3,1,20,true,true
60142,Tractor,Fendt,2,1,21,true,false
60143,Lorry,Agrale,3,1,26,true,false
60144,Car,Porsche,5,3,6,true,true
60145,Van,Mercedes-Benz,7,7,19,true,false
60146,Car,Mini,2,2,9,true,false
60147,Van,Ford,6,5,19,true,false
60148,Lorry,Mercedes-Benz,3,3,30,true,false
60149,Van,Seat,6,6,7,true,false
60150,Van,Dacia,6,6,0,true,false
60151,Without_carnet,Aixam,1,1,5,false,false
60152,Car,Ford,2,2,19,true,false
60153,Lorry,Agrale,3,1,16,true,false
60154,Van,Seat,7,6,11,true,false
60155,Motorbyke,Harley Davidson,1,1,4,true,false
60156,Without_carnet,Chatenet,2,2,13,false,false
60157,Tractor,New Holland,2,2,14,true,true
60158,Tractor,New Holland,2,2,18,true,false
60159,Car,Porsche,5,1,28,true,false
60160,Van,Opel,6,5,21,true,false
60161,Motorbyke,Ducati,2,2,28,true,false
60162,Without_carnet,Chatenet,1,1,4,false,false
60163,Van,Dacia,8,7,14,true,false
60164,Motorbyke,Kawasaki,1,1,19,true,false
60165,Motorbyke,KTM,1,1,15,true,true
60166,Without_carnet,Aixam,2,2,6,false,false
60167,Without_carnet,Aixam,2,2,12,false,false
60168,Without_carnet,Microcar,1,1,28,false,false
60169,Car,Suzuki,2,2,18,true,false
60170,Tractor,Deutz,2,2,15,true,true
60171,Tractor,Massey Ferguson,1,1,16,true,false
60172,Lorry,Mercedes-Benz,3,3,2,true,false
60173,Motorbyke,Aprilia,2,2,1,true,false
60174,Without_carnet,Ligier,1,1,8,false,false
60175,Lorry,Volvo,3,2,9,true,false
60176,Lorry,Volvo,3,2,12,true,true
60177,Without_carnet,Aixam,1,1,16,false,false
60178,Without_carnet,Aixam,1,1,29,false,false
60179,Tractor,Massey Ferguson,1,1,26,true,false
60180,Van,Ford,5,5,10,true,false
60181,Lorry,Agrale,3,3,20,true,false
60182,Without_carnet,Aixam,2,1,7,false,false
60183,Car,Pagani,5,2,1,true,false
60184,Motorbyke,KTM,1,1,13,true,false
60185,Motorbyke,Vespa,1,1,13,true,false
60186,Without_carnet,Microcar,1,1,1,false,false
60187,Car,Jeep,4,1,12,true,true
60188,Lorry,Volvo,3,1,4,true,false
60189,Car,Bentley,5,4,13,true,false
60190,Tractor,Ford,1,1,27,true,false
60191,Car,Volkswagen,5,4,17,true,false
60192,Car,Pagani,2,1,23,true,false
60193,Lorry,Agrale,3,2,7,true,false
60194,Van,Nissan,7,5,26,true,true
60195,Without_carnet,Aixam,2,2,11,false,false
60196,Van,Peugeot,5,5,3,true,true
60197,Tractor,Massey Ferguson,2,1,26,true,false
60198,Motorbyke,Yamaha,2,2,17,true,false
60199,Motorbyke,Vespa,1,1,12,true,true
60200,Car,Rolls Royce,3,1,3,true,false
60201,Lorry,Iveco,3,3,27,true,false
60202,Van,Renault,6,6,4,true,true
60203,Without_carnet,Chatenet,1,1,27,false,false
60204,Van,Fiat,5,5,13,true,false
60205,Without_carnet,Chatenet,1,1,6,false,false
60206,Motorbyke,Yamaha,1,1,26,true,true
60207,Car,Mitsubishi,4,1,15,true,true
60208,Lorry,Pegaso,3,3,25,true,false
60209,Lorry,Volvo,3,3,16,true,false
60210,Van,Volkswagen,7,5,17,true,false
60211,Van,Volkswagen,6,5,14,true,false
60212,Car,Mazda,2,2,9,true,false
60213,Car,Mazda,5,2,7,true,false
60214,Lorry,Pegaso,3,3,28,true,false
60215,Motorbyke,Harley Davidson,1,1,8,true,false
60216,Van,Ford,8,5,3,true,false
60217,Van,Seat,8,7,15,true,false
60218,Van,Iveco,8,8,1,true,true
60219,Without_carnet,Ligier,2,1,17,false,false
60220,Tractor,Claas,2,2,7,true,false
60221,Car,Hyunday,4,1,17,true,false
60222,Lorry,Iveco,3,1,12,true,false
60223,Lorry,Mercedes-Benz,3,1,14,true,false
60224,Without_carnet,Chatenet,2,1,24,false,true
60225,Tractor,Valtra,1,1,24,true,true
60226,Motorbyke,Yamaha,1,1,6,true,false
60227,Motorbyke,Yamaha,2,1,0,true,false
60228,Without_carnet,Chatenet,1,1,20,false,false
60229,Without_carnet,Chatenet,2,2,19,false,false
60230,Tractor,Claas,2,2,13,true,false
60231,Van,Opel,6,5,0,true,true
60232,Car,Subaru,2,2,14,true,false
60233,Van,Ford,6,6,12,true,false
60234,Tractor,Ford,1,1,27,true,false
60235,Motorbyke,Yamaha,1,1,4,true,false
60236,Without_carnet,Ligier,2,2,25,false,false
60237,Tractor,Case,2,1,22,true,false
60238,Without_carnet,Ligier,1,1,3,false,false
60239,Lorry,Volvo,3,2,9,true,false
60240,Car,Bentley,4,3,0,true,false
60241,Lorry,Iveco,3,3,21,true,false
60242,Tractor,Lanz Bulldog,2,1,26,true,false
60243,Without_carnet,Chatenet,1,1,16,false,false
60244,Van,Ford,8,6,5,true,true
60245,Van,Ford,6,6,0,true,false
60246,Tractor,Deutz,2,1,26,true,false
60247,Van,Seat,5,5,24,true,false
60248,Motorbyke,Aprilia,1,1,18,true,false
60249,Motorbyke,Kawasaki,1,1,30,true,false
60250,Tractor,Fendt,1,1,12,true,false
60251,Car,Chrysler,3,3,14,true,true
60252,Van,Peugeot,5,5,7,true,true
60253,Without_carnet,Ligier,1,1,3,false,false
60254,Motorbyke,Ducati,2,1,15,true,false
60255,Van,Ford,5,5,27,true,false
60256,Car,Jaguar,5,4,25,true,false
60257,Car,Lexus,2,2,13,true,false
60258,Car,Mercedes-Benz,4,3,18,true,false
60259,Motorbyke,Harley Davidson,1,1,20,true,false
60260,Car,Audi,2,1,27,true,false
60261,Motorbyke,Aprilia,1,1,29,true,false
60262,Van,Seat,8,7,6,true,false
60263,Motorbyke,Yamaha,1,1,2,true,false
60264,Lorry,Pegaso,3,2,0,true,false
60265,Tractor,Lanz Bulldog,2,1,20,true,false
60266,Tractor,New Holland,2,1,25,true,false
60267,Without_carnet,Ligier,1,1,28,false,false
60268,Van,Renault,7,7,17,true,false
60269,Tractor,New Holland,2,2,9,true,false
60270,Van,Seat,7,6,24,true,false
60271,Car,Maserati,4,3,6,true,false
60272,Car,Mercedes-Benz,4,4,25,true,false
60273,Tractor,New Holland,2,1,8,true,false
60274,Tractor,John Deere,2,2,26,true,false
60275,Motorbyke,Kawasaki,2,2,16,true,false
60276,Motorbyke,Aprilia,1,1,4,true,false
60277,Tractor,Valtra,1,1,25,true,false
60278,Tractor,Ford,1,1,8,true,false
60279,Without_carnet,Ligier,2,2,2,false,false
60280,Motorbyke,Vespa,2,1,23,true,false
60281,Motorbyke,Vespa,2,1,4,true,false
60282,Without_carnet,Chatenet,1,1,23,false,false
60283,Tractor,Massey Ferguson,1,1,23,true,false
60284,Tractor,Claas,1,1,26,true,false
60285,Van,Opel,8,6,27,true,false
60286,Tractor,Valtra,1,1,14,true,false
60287,Lorry,Pegaso,3,2,18,true,false
60288,Motorbyke,Yamaha,1,1,8,true,false
60289,Car,Nissan,2,2,10,true,false
60290,Without_carnet,Aixam,2,1,23,false,false
60291,Lorry,Volvo,3,3,17,true,false
60292,Lorry,Agrale,3,1,5,true,false
60293,Motorbyke,Aprilia,2,1,4,true,false
60294,Tractor,New Holland,1,1,24,true,true
60295,Van,Fiat,5,5,8,true,false
60296,Lorry,Iveco,3,3,26,true,false
60297,Without_carnet,Ligier,2,1,6,false,true
60298,Lorry,Agrale,3,2,0,true,false
60299,Tractor,Massey Ferguson,2,2,15,true,false
60300,Tractor,Fendt,1,1,2,true,false
60301,Tractor,Lanz Bulldog,1,1,29,true,false
60302,Car,Mazda,3,3,20,true,false
60303,Car,McLaren,3,2,7,true,false
60304,Without_carnet,Aixam,2,2,11,false,false
60305,Car,BMW,2,1,6,true,false
60306,Tractor,Case,2,1,13,true,false
60307,Motorbyke,Harley Davidson,1,1,15,true,false
60308,Van,Ford,7,5,9,true,false
60309,Motorbyke,Kawasaki,2,2,19,true,true
60310,Tractor,New Holland,1,1,15,true,false
60311,Car,Tesla,5,1,10,true,true
60312,Lorry,Agrale,3,3,8,true,false
60313,Van,Iveco,8,5,27,true,false
60314,Without_carnet,Aixam,2,2,25,false,false
60315,Motorbyke,Derbi,1,1,0,true,false
60316,Without_carnet,Microcar,2,2,18,false,false
60317,Motorbyke,Yamaha,1,1,15,true,false
60318,Tractor,Lanz Bulldog,2,2,16,true,false
60319,Van,Volkswagen,8,6,30,true,false
60320,Tractor,Ford,1,1,23,true,false
60321,Without_carnet,Aixam,2,2,1,false,false
60322,Without_carnet,Chatenet,2,1,23,false,false
60323,Without_carnet,Chatenet,2,2,19,false,false
60324,Without_carnet,Aixam,1,1,5,false,false
60325,Van,Volkswagen,7,5,2,true,false
60326,Car,Renault,2,2,17,true,false
60327,Without_carnet,Ligier,1,1,9,false,false
60328,Tractor,Massey Ferguson,1,1,0,true,false
60329,Without_carnet,Microcar,2,1,1,false,false
60330,Van,Peugeot,8,8,24,true,false
60331,Tractor,John Deere,2,1,0,true,false
60332,Tractor,Lanz Bulldog,2,2,30,true,true
60333,Tractor,John Deere,2,2,20,true,false
60334,Tractor,Claas,2,1,14,true,true
60335,Lorry,Volvo,3,2,21,true,true
60336,Motorbyke,Vespa,1,1,5,true,false
60337,Car,Porsche,3,1,14,true,false
60338,Tractor,Claas,2,1,29,true,false
60339,Car,Honda,4,4,22,true,false
60340,Lorry,Agrale,3,2,21,true,false
60341,Tractor,Ford,1,1,25,true,false
60342,Car,Cadillac,2,1,22,true,false
60343,Van,Opel,8,7,17,true,false
60344,Car,Audi,5,2,4,true,false
60345,Tractor,Case,1,1,20,true,false
60346,Tractor,John Deere,2,1,16,true,true
60347,Without_carnet,Microcar,2,1,29,false,true
60348,Without_carnet,Ligier,1,1,11,false,false
60349,Van,Ford,6,6,27,true,false
60350,Car,Ford,2,2,7,true,false
60351,Without_carnet,Chatenet,1,1,29,false,true
60352,Lorry,Pegaso,3,1,27,true,false
60353,Without_carnet,Ligier,1,1,22,false,false
60354,Without_carnet,Microcar,2,2,4,false,false
60355,Car,Ferrari,4,3,25,true,true
60356,Car,Porsche,3,1,25,true,false
60357,Car,Infiniti,5,1,20,true,false
60358,Tractor,Case,1,1,23,true,false
60359,Van,Dacia,5,5,22,true,false
60360,Motorbyke,Aprilia,1,1,22,true,false
60361,Lorry,Mercedes-Benz,3,3,8,true,true
60362,Motorbyke,Harley Davidson,2,1,15,true,false
60363,Tractor,Lanz Bulldog,1,1,14,true,false
60364,Van,Opel,5,5,17,true,false
60365,Tractor,Massey Ferguson,1,1,14,true,false
60366,Without_carnet,Ligier,1,1,17,false,false
60367,Car,Lexus,2,1,14,true,true
60368,Lorry,Iveco,3,3,8,true,false
60369,Lorry,Pegaso,3,1,19,true,false
60370,Without_carnet,Chatenet,2,1,4,false,false
60371,Without_carnet,Aixam,2,1,15,false,false
60372,Van,Mercedes-Benz,5,5,15,true,false
60373,Tractor,Lanz Bulldog,1,1,21,true,false
60374,Lorry,Pegaso,3,2,9,true,false
60375,Car,Aston Martin,4,2,19,true,false
60376,Car,McLaren,2,1,17,true,false
60377,Without_carnet,Aixam,2,2,9,false,false
60378,Car,Tesla,3,2,7,true,false
60379,Motorbyke,Derbi,2,1,26,true,false
60380,Lorry,Volvo,3,2,22,true,false
60381,Tractor,New Holland,1,1,19,true,false
60382,Without_carnet,Aixam,2,1,24,false,false
60383,Lorry,Pegaso,3,2,11,true,false
60384,Without_carnet,Microcar,1,1,29,false,false
60385,Van,Ford,8,6,24,true,false
60386,Car,Ferrari,5,4,21,true,false
60387,Motorbyke,Vespa,1,1,13,true,false
60388,Tractor,Lanz Bulldog,1,1,10,true,false
60389,Lorry,Pegaso,3,1,9,true,true
60390,Tractor,Claas,2,1,22,true,false
60391,Lorry,Mercedes-Benz,3,1,24,true,false
60392,Tractor,Claas,1,1,30,true,false
60393,Without_carnet,Microcar,2,2,9,false,false
60394,Lorry,Volvo,3,1,27,true,false
60395,Tractor,Massey Ferguson,1,1,12,true,false
60396,Tractor,Massey Ferguson,1,1,6,true,false
60397,Tractor,Valtra,1,1,28,true,true
60398,Van,Nissan,6,6,13,true,false
60399,Lorry,Agrale,3,1,10,true,false
60400,Without_carnet,Aixam,1,1,20,false,false
60401,Without_carnet,Microcar,2,2,1,false,false
60402,Tractor,Valtra,2,2,26,true,false
60403,Lorry,Agrale,3,2,0,true,false
60404,Van,Ford,7,6,8,true,false
60405,Van,Fiat,5,5,6,true,false
60406,Without_carnet,Ligier,2,2,27,false,false
60407,Lorry,Volvo,3,3,4,true,false
60408,Without_carnet,Microcar,1,1,15,false,false
60409,Car,Suzuki,2,2,3,true,false
60410,Van,Opel,7,7,16,true,true
60411,Without_carnet,Microcar,2,2,27,false,false
60412,Van,Dacia,8,7,9,true,true
60413,Van,Nissan,8,7,14,true,false
60414,Without_carnet,Ligier,1,1,8,false,false
60415,Car,Lexus,5,3,27,true,false
60416,Car,Dodge,4,1,6,true,false
60417,Tractor,Massey Ferguson,2,1,18,true,false
60418,Car,Citroen,3,1,18,true,true
60419,Van,Fiat,6,5,24,true,false
60420,Motorbyke,Vespa,1,1,5,true,false
60421,Lorry,Pegaso,3,3,30,true,false
60422,Van,Seat,6,5,18,true,false
60423,Van,Opel,6,6,9,true,false
60424,Car,Peugeot,3,3,19,true,false
60425,Car,Saab,2,1,11,true,false
60426,Motorbyke,Harley Davidson,1,1,27,true,false
60427,Car,Peugeot,4,1,4,true,false
60428,Motorbyke,KTM,1,1,5,true,false
60429,Van,Fiat,5,5,13,true,false
60430,Lorry,Iveco,3,1,13,true,false
60431,Without_carnet,Ligier,1,1,28,false,false
60432,Without_carnet,Ligier,2,1,22,false,false
60433,Car,BMW,4,2,3,true,false
60434,Without_carnet,Ligier,2,2,5,false,false
60435,Motorbyke,KTM,1,1,5,true,false
60436,Tractor,Valtra,2,2,28,true,false
60437,Car,Audi,5,2,11,true,false
60438,Lorry,Mercedes-Benz,3,3,13,true,false
60439,Lorry,Volvo,3,3,11,true,false
60440,Van,Mercedes-Benz,8,8,12,true,false
60441,Van,Nissan,8,7,25,true,false
60442,Without_carnet,Microcar,2,2,7,false,false
60443,Van,Peugeot,5,5,17,true,false
60444,Van,Ford,6,6,30,true,false
60445,Tractor,Massey Ferguson,2,2,13,true,false
60446,Lorry,Volvo,3,1,14,true,true
60447,Car,Mini,3,1,15,true,false
60448,Lorry,Iveco,3,1,22,true,false
60449,Tractor,Ford,1,1,14,true,false
60450,Car,Aston Martin,2,2,29,true,false
60451,Van,Mercedes-Benz,7,5,21,true,false
60452,Car,Suzuki,2,1,18,true,false
60453,Lorry,Agrale,3,1,19,true,true
60454,Without_carnet,Chatenet,1,1,29,false,false
60455,Lorry,Mercedes-Benz,3,3,23,true,false
60456,Motorbyke,Derbi,1,1,24,true,true
60457,Car,Bentley,2,1,21,true,false
60458,Without_carnet,Aixam,2,1,10,false,false
60459,Without_carnet,Microcar,2,2,13,false,false
60460,Motorbyke,KTM,2,2,24,true,false
60461,Without_carnet,Aixam,2,2,14,false,false
60462,Motorbyke,Ducati,1,1,27,true,false
60463,Van,Ford,8,6,16,true,false
60464,Without_carnet,Microcar,1,1,12,false,false
60465,Car,Alfa Romeo,4,4,10,true,false
60466,Motorbyke,Ducati,2,2,6,true,false
60467,Motorbyke,Derbi,1,1,24,true,false
60468,Motorbyke,Kawasaki,2,2,12,true,false
60469,Car,Chrysler,2,2,4,true,false
60470,Van,Volkswagen,6,6,9,true,false
60471,Motorbyke,Aprilia,2,1,29,true,false
60472,Van,Citroen,6,5,11,true,false
60473,Tractor,Claas,2,1,9,true,true
60474,Motorbyke,Ducati,1,1,9,true,true
60475,Lorry,Pegaso,3,3,24,true,true
60476,Tractor,Case,2,2,18,true,true
60477,Van,Citroen,7,5,11,true,false
60478,Without_carnet,Aixam,2,2,25,false,false
60479,Without_carnet,Aixam,1,1,19,false,false
60480,Car,Acura,3,1,20,true,true
60481,Motorbyke,Aprilia,2,1,30,true,false
60482,Motorbyke,Derbi,1,1,12,true,true
60483,Van,Nissan,5,5,17,true,false
60484,Car,Renault,2,2,17,true,false
60485,Van,Fiat,6,5,29,true,false
60486,Without_carnet,Aixam,1,1,2,false,false
60487,Without_carnet,Aixam,1,1,28,false,false
60488,Motorbyke,Yamaha,1,1,19,true,false
60489,Van,Renault,6,6,7,true,false
60490,Tractor,Ford,1,1,18,true,false
60491,Tractor,Fendt,2,1,26,true,false
60492,Car,Peugeot,2,1,3,true,false
60493,Without_carnet,Aixam,2,2,23,false,false
60494,Motorbyke,Vespa,2,1,25,true,false
60495,Tractor,Fendt,2,2,8,true,false
60496,Lorry,Iveco,3,2,22,true,false
60497,Van,Dacia,5,5,28,true,false
60498,Without_carnet,Aixam,2,1,19,false,false
60499,Lorry,Pegaso,3,3,14,true,false
60500,Van,Seat,5,5,30,true,false
60501,Van,Renault,5,5,4,true,true
60502,Without_carnet,Ligier,1,1,8,false,false
60503,Motorbyke,Kawasaki,1,1,14,true,false
60504,Van,Iveco,7,6,17,true,false
60505,Motorbyke,Ducati,1,1,11,true,false
60506,Car,Dodge,3,2,22,true,true
60507,Car,Honda,4,1,18,true,false
60508,Tractor,Valtra,2,1,26,true,false
60509,Lorry,Agrale,3,1,12,true,false
60510,Without_carnet,Microcar,2,2,15,false,false
60511,Car,Infiniti,4,4,11,true,false
60512,Van,Volkswagen,5,5,20,true,false
60513,Tractor,New Holland,2,1,8,true,false
60514,Tractor,Valtra,1,1,26,true,false
60515,Motorbyke,Kawasaki,2,1,6,true,false
60516,Tractor,Lanz Bulldog,1,1,6,true,false
60517,Car,Peugeot,3,1,0,true,false
60518,Van,Volkswagen,6,5,17,true,false
60519,Without_carnet,Microcar,2,2,22,false,false
60520,Tractor,New Holland,2,2,24,true,false
60521,Tractor,Claas,1,1,5,true,false
60522,Tractor,Deutz,2,2,16,true,false
60523,Van,Iveco,5,5,8,true,false
60524,Car,Subaru,5,3,5,true,false
60525,Van,Opel,8,6,17,true,false
60526,Tractor,New Holland,2,2,3,true,false
60527,Motorbyke,Aprilia,1,1,26,true,true
60528,Car,Jaguar,2,1,3,true,false
60529,Motorbyke,Aprilia,2,1,27,true,false
60530,Car,BMW,2,2,27,true,false
60531,Tractor,Case,2,1,7,true,false
60532,Tractor,New Holland,2,2,4,true,false
60533,Motorbyke,Yamaha,1,1,18,true,false
60534,Lorry,Volvo,3,3,6,true,true
60535,Motorbyke,Yamaha,1,1,22,true,false
60536,Without_carnet,Microcar,1,1,0,false,false
60537,Without_carnet,Ligier,2,2,1,false,false
60538,Motorbyke,Derbi,1,1,20,true,true
60539,Motorbyke,Kawasaki,2,2,30,true,false
60540,Tractor,New Holland,1,1,3,true,false
60541,Without_carnet,Ligier,1,1,11,false,false
60542,Lorry,Iveco,3,1,16,true,false
60543,Without_carnet,Aixam,2,2,23,false,false
60544,Tractor,Ford,1,1,1,true,false
60545,Tractor,New Holland,2,2,22,true,false
60546,Motorbyke,Yamaha,1,1,10,true,false
60547,Van,Toyota,5,5,5,true,false
60548,Van,Seat,7,6,4,true,false
60549,Without_carnet,Ligier,2,2,27,false,false
60550,Without_carnet,Chatenet,1,1,18,false,false
60551,Motorbyke,Harley Davidson,1,1,24,true,false
60552,Tractor,Deutz,2,2,26,true,false
60553,Without_carnet,Chatenet,1,1,13,false,false
60554,Car,Mercedes-Benz,3,2,19,true,false
60555,Tractor,John Deere,1,1,5,true,false
60556,Van,Renault,7,5,22,true,false
60557,Lorry,Pegaso,3,1,9,true,false
60558,Motorbyke,KTM,1,1,9,true,false
60559,Without_carnet,Ligier,2,2,25,false,false
60560,Car,Infiniti,2,1,3,true,false
60561,Van,Toyota,6,6,24,true,false
60562,Without_carnet,Chatenet,1,1,5,false,false
60563,Tractor,Case,2,1,2,true,false
60564,Car,KIA,3,1,3,true,true
60565,Without_carnet,Microcar,1,1,12,false,false
60566,Without_carnet,Chatenet,1,1,0,false,true
60567,Tractor,New Holland,2,1,10,true,false
60568,Without_carnet,Chatenet,1,1,19,false,false
60569,Tractor,New Holland,1,1,30,true,false
60570,Without_carnet,Ligier,2,1,17,false,false
60571,Without_carnet,Aixam,1,1,3,false,false
60572,Without_carnet,Ligier,2,2,15,false,false
60573,Without_carnet,Aixam,1,1,12,false,false
60574,Tractor,Ford,1,1,4,true,false
60575,Van,Fiat,8,7,5,true,false
60576,Van,Citroen,8,5,16,true,false
60577,Lorry,Iveco,3,2,12,true,false
60578,Car,Bugatti,3,1,22,true,false
60579,Lorry,Iveco,3,1,18,true,false
60580,Lorry,Mercedes-Benz,3,1,29,true,false
60581,Van,Opel,8,5,1,true,false
60582,Without_carnet,Microcar,1,1,2,false,false
60583,Tractor,Deutz,2,2,2,true,false
60584,Without_carnet,Ligier,1,1,3,false,false
60585,Lorry,Iveco,3,1,6,true,false
60586,Tractor,New Holland,2,2,21,true,false
60587,Van,Mercedes-Benz,8,7,17,true,false
60588,Tractor,John Deere,2,1,22,true,false
60589,Motorbyke,Harley Davidson,2,1,11,true,false
60590,Lorry,Pegaso,3,2,5,true,true
60591,Van,Volkswagen,5,5,11,true,false
60592,Motorbyke,Derbi,1,1,1,true,false
60593,Motorbyke,Vespa,2,1,0,true,false
60594,Van,Dacia,6,5,19,true,false
60595,Lorry,Agrale,3,2,15,true,false
60596,Car,Bugatti,2,2,11,true,false
60597,Without_carnet,Aixam,1,1,13,false,false
60598,Van,Iveco,5,5,27,true,false
60599,Tractor,Claas,1,1,0,true,false
60600,Lorry,Pegaso,3,2,9,true,false
60601,Motorbyke,Aprilia,1,1,16,true,false
60602,Van,Iveco,6,5,30,true,true
60603,Motorbyke,Derbi,1,1,1,true,false
60604,Motorbyke,Yamaha,2,1,4,true,false
60605,Without_carnet,Aixam,2,1,20,false,false
60606,Lorry,Mercedes-Benz,3,1,8,true,false
60607,Lorry,Iveco,3,2,5,true,false
60608,Motorbyke,Vespa,2,2,1,true,false
60609,Tractor,Valtra,1,1,4,true,false
60610,Van,Ford,6,5,18,true,true
60611,Tractor,Ford,1,1,23,true,false
60612,Lorry,Iveco,3,1,23,true,false
60613,Tractor,Valtra,2,2,20,true,false
60614,Car,Porsche,3,1,15,true,false
60615,Without_carnet,Chatenet,1,1,16,false,false
60616,Without_carnet,Microcar,1,1,1,false,false
60617,Without_carnet,Ligier,1,1,1,false,false
60618,Without_carnet,Aixam,2,2,20,false,false
60619,Lorry,Agrale,3,1,1,true,false
60620,Van,Citroen,6,5,15,true,false
60621,Tractor,Ford,2,1,23,true,false
60622,Van,Peugeot,5,5,19,true,false
60623,Lorry,Pegaso,3,2,29,true,false
60624,Van,Peugeot,8,7,13,true,false
60625,Without_carnet,Aixam,2,2,18,false,false
60626,Without_carnet,Chatenet,2,1,15,false,false
60627,Lorry,Agrale,3,2,23,true,false
60628,Motorbyke,Vespa,1,1,27,true,false
60629,Car,Suzuki,4,3,12,true,false
60630,Car,Dodge,5,1,23,true,false
60631,Car,Bugatti,3,3,27,true,false
60632,Car,Porsche,3,3,29,true,false
