age,sex,experience,previous_infractions,illness
63,1,20,6,0
48,1,10,7,0
29,0,0,8,0
44,0,4,8,0
20,1,2,1,0
56,1,36,4,0
40,1,12,6,1
52,0,17,4,0
81,1,11,1,0
34,0,13,3,1
45,0,4,10,0
66,1,46,4,0
22,1,2,9,0
39,1,7,7,0
23,1,5,6,1
31,1,11,6,0
28,0,10,4,0
72,0,1,8,0
66,1,8,9,1
22,1,3,4,0
53,1,12,8,0
52,1,29,2,0
71,1,17,10,0
63,1,23,2,0
56,1,35,0,0
65,1,12,4,0
28,1,9,5,0
21,0,2,6,1
78,1,4,0,0
74,0,44,0,1
40,0,21,4,0
85,0,14,7,1
57,1,1,10,0
83,1,23,4,0
59,1,40,3,0
68,0,17,8,0
19,0,0,7,0
18,0,0,2,0
26,0,4,6,0
27,0,9,6,0
30,1,7,8,0
85,0,27,1,0
60,1,36,4,1
53,1,5,2,0
28,1,5,9,0
63,0,26,1,1
60,1,16,4,0
58,0,15,3,0
25,1,7,4,0
66,0,32,7,0
71,0,40,2,1
57,0,18,3,0
51,1,33,4,0
69,0,42,9,0
62,0,38,6,1
40,0,22,8,1
84,1,29,1,0
82,0,37,9,1
81,1,39,4,0
84,0,58,1,0
61,0,10,3,1
72,1,13,7,0
19,0,1,1,0
59,1,28,10,0
51,0,31,8,0
64,1,34,2,0
32,0,2,9,0
73,1,3,9,0
63,1,6,3,0
60,1,38,9,0
58,0,5,2,0
57,1,35,7,0
41,1,6,9,0
57,0,15,9,0
18,1,0,4,0
74,0,8,10,0
30,0,12,7,0
46,1,22,3,1
41,1,7,9,1
66,0,25,4,0
56,1,20,5,0
75,0,22,6,0
48,0,28,3,1
68,1,39,7,0
21,0,0,0,0
82,1,64,6,1
27,0,3,5,0
54,0,12,4,0
80,0,9,6,0
28,1,5,9,1
71,1,7,4,1
68,0,41,4,0
35,1,5,6,0
25,0,3,7,0
61,1,14,8,0
61,0,6,3,0
58,0,31,2,0
48,1,0,0,0
84,1,31,6,0
70,0,40,6,0
71,0,47,8,0
69,1,37,7,0
71,0,20,8,1
58,0,17,3,0
34,1,11,10,0
49,1,18,9,0
57,0,12,3,1
62,1,20,4,0
32,1,13,2,0
81,0,49,10,1
80,0,25,2,0
50,0,14,7,1
24,0,0,4,1
59,1,33,1,0
48,0,8,2,0
48,0,17,0,1
35,0,1,4,0
81,0,1,1,0
43,0,20,6,0
63,0,14,5,0
29,0,10,1,0
81,0,21,2,0
69,1,43,10,0
33,1,12,10,0
21,1,2,0,1
80,0,55,7,0
42,1,19,10,0
25,1,0,6,0
70,1,46,7,0
59,0,31,3,0
66,0,16,3,1
31,1,4,3,0
30,0,4,9,1
79,1,11,4,0
21,0,3,6,0
40,1,2,1,0
45,1,6,0,0
39,1,11,3,0
67,1,19,5,0
73,0,22,9,1
35,0,2,6,0
23,0,3,4,0
45,1,26,4,0
73,0,54,6,0
81,1,0,1,0
21,0,0,8,0
45,0,13,3,0
52,0,28,10,0
31,0,0,2,0
63,1,37,0,0
35,0,1,5,0
35,0,0,9,1
38,0,19,10,0
67,0,25,5,0
72,1,28,2,0
49,0,18,3,0
33,1,8,0,0
85,0,15,3,0
23,0,3,9,0
28,0,9,2,1
22,0,4,5,0
18,0,0,3,0
29,0,11,8,0
34,1,15,0,1
23,0,5,3,0
81,1,48,3,1
73,1,6,2,0
77,1,53,4,0
75,0,44,8,0
77,1,59,8,0
57,1,30,1,0
34,0,4,4,1
38,0,1,2,0
26,0,5,0,0
53,0,32,5,0
61,0,12,4,0
74,1,33,10,0
74,0,2,5,1
52,0,3,9,0
69,0,1,3,0
45,0,18,0,0
30,1,0,0,0
83,0,59,10,0
22,0,2,1,0
81,0,32,9,0
46,1,17,8,0
54,0,13,7,0
44,0,25,9,1
79,1,59,10,1
42,0,11,10,0
26,1,0,7,1
35,0,5,4,0
76,0,8,4,0
70,1,12,3,0
55,0,25,4,0
45,0,26,5,0
83,1,22,4,0
80,0,40,8,0
19,0,0,10,1
74,1,29,7,0
18,0,0,2,0
79,1,18,6,0
54,1,0,5,0
42,1,4,0,1
61,1,41,8,0
58,1,13,2,0
53,1,25,8,0
55,0,14,10,0
64,1,33,2,0
20,0,2,2,1
42,1,11,3,0
32,1,8,8,0
55,0,7,6,0
74,1,27,0,0
18,0,0,2,0
64,0,38,10,0
39,0,11,4,1
73,0,25,8,0
72,1,30,1,0
73,0,37,4,0
65,1,3,6,1
21,1,2,9,0
51,1,1,0,0
38,1,1,7,0
23,1,3,4,0
54,1,32,4,0
75,1,49,2,0
72,1,28,5,0
50,0,10,6,0
36,0,1,10,1
82,1,8,3,0
85,1,63,0,0
43,0,2,3,1
36,0,18,8,1
58,1,33,9,1
33,0,15,3,0
24,1,3,8,0
42,1,4,1,1
80,0,56,7,0
22,0,0,2,0
53,0,3,9,0
38,0,18,10,0
85,0,5,2,0
42,0,3,2,0
84,0,53,7,0
70,0,10,3,0
76,1,48,5,0
72,1,33,7,0
38,0,1,10,0
65,0,30,10,0
33,0,10,9,0
23,1,3,3,0
68,0,36,4,0
69,1,41,8,0
21,1,1,1,0
30,1,1,2,1
58,1,24,9,1
36,0,15,4,1
75,0,55,6,1
76,1,47,2,0
57,0,16,10,0
74,0,22,3,1
50,0,12,0,0
36,1,5,1,0
63,0,35,1,1
18,1,0,5,0
41,1,8,10,0
24,1,3,4,0
58,1,20,0,0
34,0,9,3,1
18,1,0,6,0
82,1,31,4,0
57,1,19,7,0
25,1,4,5,0
83,1,15,5,0
40,1,9,8,0
62,0,10,7,0
28,0,5,9,0
36,0,8,3,0
75,0,45,0,0
32,0,9,4,1
36,0,2,2,1
56,0,16,4,0
84,0,57,10,0
64,0,25,8,0
78,0,21,5,0
73,0,13,3,0
64,1,6,0,1
36,1,6,6,0
39,1,2,2,0
25,1,2,9,0
60,1,28,2,0
35,1,15,4,0
83,0,53,0,0
34,0,2,10,0
70,0,49,5,0
38,1,8,10,0
49,1,18,7,0
21,0,0,4,0
54,1,24,9,0
67,0,36,4,0
84,1,17,1,0
68,1,10,3,0
30,0,12,6,1
56,1,11,1,0
18,0,0,0,0
65,0,10,7,0
29,0,6,7,0
78,1,22,6,1
49,0,3,7,0
70,0,23,5,1
66,1,12,1,0
34,1,1,5,0
25,0,6,1,0
85,0,67,10,1
48,0,13,0,0
28,1,1,9,0
38,1,13,4,0
57,1,24,3,0
32,0,3,4,1
84,0,61,3,0
82,1,26,1,1
51,1,11,4,0
69,0,16,5,0
76,0,16,1,0
58,1,6,1,0
54,0,13,8,1
51,0,25,10,0
79,0,58,5,0
57,1,13,1,0
29,1,2,8,0
20,1,0,5,1
29,0,8,5,1
38,0,3,2,1
50,0,5,3,1
82,1,24,7,0
40,0,20,3,1
27,1,7,2,0
62,0,14,9,0
72,1,6,5,0
68,1,44,5,0
19,1,1,5,0
19,1,1,3,0
30,1,2,4,0
52,0,26,9,0
82,1,30,4,0
67,0,32,2,0
74,0,6,7,0
75,1,9,1,0
47,1,19,10,0
26,1,0,1,0
40,1,14,10,0
62,0,11,10,0
66,0,8,3,1
27,1,3,7,1
32,1,0,0,0
84,0,28,3,1
63,1,15,0,0
72,1,50,3,0
74,0,44,2,0
29,0,0,9,0
18,0,0,9,0
54,1,7,9,0
45,0,24,2,1
39,0,17,9,0
21,0,1,5,0
68,0,29,3,0
69,0,47,2,1
32,0,14,7,0
54,0,19,7,1
62,1,22,7,0
52,1,28,9,0
77,1,20,7,0
81,0,34,0,0
59,1,12,1,0
48,0,19,0,0
47,0,0,5,0
21,0,2,0,1
67,0,35,0,1
77,1,25,3,0
22,1,1,4,0
28,1,3,4,0
80,0,54,3,0
76,0,28,0,0
32,1,4,1,0
27,1,5,7,0
29,0,8,6,0
70,0,42,9,0
66,1,10,1,1
74,1,50,0,0
85,0,13,0,0
50,0,10,3,0
45,1,5,9,1
69,0,10,10,0
61,0,14,1,0
69,1,3,7,0
62,1,31,3,0
60,1,15,2,0
63,1,42,0,0
30,1,5,1,1
76,1,56,4,0
72,1,13,3,0
21,0,1,0,0
85,1,2,2,0
50,0,10,9,0
53,1,13,5,1
74,0,21,10,1
30,1,9,4,0
42,1,18,9,1
85,0,50,9,0
50,0,19,0,0
56,1,26,2,0
50,0,22,0,1
74,0,56,8,0
83,1,54,4,0
47,1,4,8,1
71,0,52,8,0
46,0,5,0,1
32,1,1,9,1
61,0,24,7,0
59,1,41,10,1
76,1,48,7,0
34,1,15,4,0
50,1,13,2,0
56,0,20,1,0
55,0,18,4,1
68,1,13,10,1
67,0,14,0,0
70,1,4,7,1
58,0,26,7,0
77,1,4,4,0
64,0,18,8,0
56,1,29,7,0
27,0,6,2,1
54,1,22,7,0
49,1,28,8,1
70,0,9,3,0
23,0,4,6,0
49,0,10,0,0
75,1,4,5,0
19,0,1,6,0
21,0,1,3,0
75,0,8,9,0
40,0,1,9,0
21,1,2,1,0
71,0,36,9,0
71,1,2,9,0
66,0,15,6,0
60,0,15,8,0
57,0,34,1,1
62,1,31,7,0
85,0,23,1,0
40,1,2,2,0
35,0,13,6,0
67,0,36,1,0
56,0,32,5,0
55,1,8,6,1
47,0,13,1,0
38,0,8,0,0
69,0,28,2,0
56,1,20,6,0
83,1,10,10,0
79,1,17,3,0
83,0,0,3,1
78,0,19,10,1
20,1,1,0,0
77,0,31,1,0
21,1,1,4,1
61,0,20,7,0
54,0,10,4,0
20,1,0,5,0
54,0,33,5,0
25,1,7,10,0
64,0,38,8,0
54,0,26,6,0
56,1,5,2,0
33,1,2,3,0
52,1,10,3,0
21,0,2,1,1
29,1,11,0,0
73,1,34,1,0
21,0,3,10,0
71,1,28,1,1
35,1,0,4,0
66,1,45,8,1
40,1,22,6,0
79,1,4,3,0
53,1,24,5,0
30,0,8,1,0
49,1,22,8,0
36,0,8,4,0
32,0,12,6,0
54,0,30,6,0
35,0,5,2,0
30,0,7,3,0
33,1,4,5,1
51,0,6,4,1
19,1,0,1,0
45,0,14,3,0
68,1,20,8,0
44,1,17,2,0
50,0,1,0,0
59,1,12,5,0
45,1,23,10,1
68,0,18,7,1
83,1,15,9,0
53,1,7,6,1
24,0,1,1,0
44,0,18,5,0
58,0,14,8,0
25,1,3,8,1
60,0,7,4,0
59,1,10,9,0
81,0,17,3,0
28,0,3,1,0
34,1,6,0,0
20,0,2,0,0
69,1,33,4,0
43,1,18,10,0
18,1,0,8,0
70,0,18,6,0
62,1,38,5,0
61,1,39,4,0
30,0,4,10,0
54,0,0,9,0
40,1,10,2,0
33,1,7,6,0
24,1,6,0,0
59,1,22,8,0
30,1,1,0,0
73,0,30,4,0
80,0,4,8,0
27,0,0,10,0
41,1,10,4,1
79,1,23,9,0
69,1,20,9,0
40,1,12,8,1
26,1,7,6,0
29,0,7,6,0
19,0,0,1,0
62,0,42,6,0
56,1,27,1,0
59,0,9,2,0
64,1,12,3,0
23,0,5,6,0
67,0,16,10,0
54,0,26,7,0
50,0,32,3,0
78,1,46,1,1
75,0,44,10,0
58,1,35,2,0
73,1,23,6,0
23,1,3,1,0
38,0,11,7,0
64,1,25,8,0
20,0,1,1,0
64,1,13,7,0
41,1,17,0,1
28,1,6,9,1
35,1,12,0,1
18,1,0,2,0
37,1,2,9,0
71,0,20,0,0
51,0,7,9,0
56,1,10,3,0
30,0,6,3,0
77,1,2,5,0
57,1,12,2,1
60,0,3,4,0
49,1,9,10,0
83,0,32,8,0
58,1,3,6,0
58,1,11,5,1
56,1,19,7,1
53,1,27,4,0
62,0,4,1,0
18,1,0,3,0
54,1,12,2,0
57,1,23,0,0
54,0,12,0,0
68,1,46,5,1
21,0,3,10,0
32,0,4,1,1
63,1,1,5,0
46,1,28,10,1
82,1,15,2,0
72,1,8,1,0
82,1,56,10,1
57,1,37,1,0
56,0,9,8,0
69,0,1,10,0
60,0,11,4,0
31,0,0,1,0
41,1,3,8,0
35,1,15,0,0
24,0,4,3,1
24,1,5,10,0
19,0,1,9,0
51,1,23,5,0
32,1,14,8,0
56,0,9,0,1
35,1,3,9,0
38,0,6,10,0
66,0,4,3,0
74,0,14,10,0
42,0,4,2,0
23,1,3,9,0
33,0,8,9,1
53,1,6,0,1
60,1,42,10,1
50,1,32,3,0
73,1,14,3,0
75,1,41,6,0
85,0,51,0,1
62,0,25,8,1
63,1,3,6,0
18,1,0,10,0
39,1,21,6,0
83,1,2,6,1
79,1,43,2,0
22,1,3,1,0
83,0,49,2,1
70,1,24,2,0
66,1,42,7,0
22,1,3,0,0
82,0,11,6,0
41,1,6,9,0
34,1,7,8,0
61,1,27,9,0
28,1,8,0,1
84,1,14,0,1
45,1,4,9,0
58,0,10,7,0
72,1,14,1,0
27,1,1,5,0
28,1,2,8,0
62,0,11,10,0
70,1,41,4,1
70,0,45,10,0
67,0,49,3,1
28,0,2,7,0
54,1,13,1,0
30,1,1,7,0
40,0,9,4,0
63,0,21,5,1
55,0,27,7,0
54,0,28,5,0
29,0,7,5,1
62,1,43,9,0
63,0,14,8,1
19,0,1,1,0
76,1,21,2,0
64,1,40,4,0
55,1,22,5,1
65,0,40,7,0
78,1,30,7,0
34,0,3,7,0
33,0,1,7,0
79,0,60,0,1
53,1,19,1,0
54,0,3,6,0
33,0,14,8,0
41,1,6,1,0
49,0,4,1,0
21,0,1,7,0
18,1,0,9,0
19,0,0,2,0
40,0,15,4,0
64,0,19,2,1
76,0,1,4,0
53,1,8,10,0
60,1,35,6,0
81,1,36,3,0
77,0,31,7,0
33,1,12,8,0
20,1,2,8,0
45,0,3,1,0
41,1,4,9,1
27,1,7,5,0
68,0,40,5,1
43,0,5,3,0
71,0,50,6,0
21,1,1,7,1
84,1,32,6,1
47,0,21,7,0
84,0,16,3,1
47,0,7,7,0
76,0,54,2,0
51,1,7,2,0
30,1,0,9,1
38,1,17,10,0
21,0,3,9,1
22,0,1,0,0
84,1,47,5,0
29,0,1,9,0
47,1,0,3,0
51,0,32,5,1
81,1,27,5,0
67,0,15,7,0
53,0,26,6,0
26,0,6,1,0
47,1,8,0,1
18,0,0,1,0
40,0,0,10,1
32,1,2,6,1
67,1,36,7,1
22,1,1,8,0
22,0,3,6,0
52,0,12,5,0
36,1,12,6,0
62,0,43,7,1
51,1,33,5,0
42,0,21,8,1
48,1,23,7,0
74,1,46,6,0
43,1,13,4,0
49,0,2,2,1
84,0,10,5,0
37,1,19,2,0
40,1,2,9,0
83,1,56,5,0
74,0,9,3,0
46,1,28,3,1
40,1,3,8,0
66,0,1,5,0
50,1,23,8,1
47,0,3,9,0
52,0,16,9,0
56,0,6,0,1
49,1,25,5,1
55,1,4,0,1
58,1,13,5,1
76,1,45,7,0
79,1,51,5,0
27,1,6,4,0
79,0,19,2,0
24,1,6,6,0
67,0,38,7,0
24,0,0,5,0
73,1,43,7,0
85,1,48,5,0
22,1,4,8,1
36,1,13,2,0
42,1,2,2,0
77,1,56,8,0
22,0,3,1,0
25,1,6,8,0
55,1,19,10,0
64,0,12,8,0
66,1,11,2,0
21,1,3,2,1
80,0,14,7,1
76,0,18,8,0
46,1,10,9,0
47,0,14,2,0
59,0,15,2,0
61,0,21,8,0
69,1,42,1,0
18,0,0,6,0
48,1,2,7,0
39,0,3,7,0
60,0,2,4,0
63,0,15,5,0
84,0,9,4,0
27,0,1,4,1
42,0,7,0,0
29,0,5,0,0
38,1,14,5,0
22,0,2,2,0
65,0,16,10,1
42,0,12,1,0
57,0,5,5,0
73,0,45,10,1
48,0,7,10,0
53,1,33,4,0
32,0,4,7,0
52,1,21,8,0
58,0,15,3,0
79,0,45,3,0
83,0,59,4,0
50,0,24,6,0
59,0,31,9,1
40,0,22,4,0
42,1,14,2,0
83,1,23,2,0
30,0,4,1,0
79,1,45,4,1
68,1,19,9,0
78,1,31,2,0
18,0,0,5,0
27,0,8,2,0
22,1,3,10,1
35,0,17,5,1
39,1,16,0,0
84,1,61,0,0
72,1,29,6,0
79,0,33,4,0
77,0,50,3,0
85,0,24,2,0
65,0,39,0,0
68,0,1,8,0
69,1,18,9,1
58,0,40,0,0
81,1,55,0,0
62,0,20,10,0
26,0,3,5,0
66,1,35,5,0
84,1,2,1,1
65,1,37,2,0
77,0,24,9,0
49,0,19,4,0
53,0,4,10,0
34,0,9,4,0
70,1,13,3,0
31,1,10,10,0
37,0,7,2,1
39,1,2,7,0
70,1,15,10,0
64,0,46,9,0
48,0,28,4,0
52,0,10,0,0
53,1,29,7,0
55,0,5,2,0
62,1,3,3,0
54,0,2,6,0
52,0,4,5,1
36,1,17,6,1
74,1,30,4,0
23,1,4,8,0
46,0,14,7,0
24,1,5,9,0
47,1,3,4,0
57,1,1,0,0
23,0,4,1,0
78,1,3,0,0
79,1,21,8,0
43,1,25,3,0
73,0,32,10,1
40,1,17,4,1
56,1,27,9,0
48,0,20,10,0
61,0,33,1,0
55,1,37,7,0
52,1,10,6,1
32,0,8,8,1
85,1,36,4,0
41,0,8,2,0
60,1,0,9,0
36,1,0,7,1
26,0,7,1,0
28,0,0,7,0
43,0,20,5,1
68,1,24,6,0
75,1,29,3,0
85,1,14,7,0
62,0,33,4,0
49,1,12,4,0
30,1,12,2,1
37,0,3,4,0
41,0,17,5,1
77,0,23,7,1
36,0,7,3,0
77,0,5,2,0
54,1,19,5,1
47,0,20,4,0
79,1,52,2,0
58,1,36,8,1
60,0,31,9,0
52,1,20,4,0
35,0,5,0,0
72,1,12,10,0
65,1,6,0,0
24,1,3,9,0
21,1,2,4,1
22,1,1,1,0
35,0,9,4,1
37,0,3,1,0
23,1,1,8,0
83,0,5,4,0
67,1,21,3,0
58,1,10,1,0
26,0,7,6,0
84,1,35,3,0
79,0,16,6,1
46,1,23,9,0
71,1,1,7,0
55,1,16,4,0
79,1,4,5,0
40,0,22,4,0
78,0,51,2,0
56,1,13,6,0
78,0,51,0,0
84,0,45,0,0
65,1,32,2,0
44,1,4,10,0
85,1,49,2,0
53,0,17,10,0
55,0,3,6,0
23,1,4,5,0
55,0,33,7,0
45,0,2,8,0
82,1,49,0,0
65,0,18,1,1
37,1,4,1,0
50,1,25,5,0
52,1,16,10,0
28,1,2,3,1
59,0,17,6,0
65,0,21,0,0
58,0,40,10,0
59,1,33,7,0
32,1,3,10,0
62,1,1,7,1
46,1,11,10,0
51,1,0,7,0
60,0,28,7,1
79,1,0,9,0
63,1,17,2,0
84,1,23,1,0
34,0,7,3,0
63,1,24,0,0
57,1,20,3,0
40,1,22,4,0
71,0,27,9,1
47,1,17,5,0
22,1,0,4,0
58,1,39,8,0
41,1,2,6,0
77,1,13,10,0
18,1,0,5,0
67,1,29,7,0
82,1,43,3,0
75,0,57,8,0
85,0,57,5,1
57,0,20,10,0
56,1,4,5,0
38,1,7,8,0
85,1,0,3,1
82,0,11,2,0
31,0,1,5,0
36,1,15,0,1
44,0,22,2,0
56,0,12,9,0
60,0,21,2,1
67,1,29,3,1
51,0,10,10,0
23,1,3,1,1
30,1,2,2,0
85,1,22,1,0
83,0,6,0,0
51,1,29,6,0
72,1,48,0,0
58,0,20,5,0
79,1,21,3,0
77,0,1,7,0
36,0,4,0,0
84,0,8,0,0
61,0,3,7,0
55,1,16,3,0
72,0,54,6,0
22,0,2,8,1
20,1,2,3,0
64,1,36,8,0
57,0,39,0,0
36,0,4,3,0
38,0,16,1,0
68,1,12,4,1
47,0,11,3,0
51,0,10,8,0
73,0,26,5,1
37,0,13,5,0
73,0,6,6,0
44,0,5,9,0
26,0,1,4,0
24,0,1,3,0
52,0,26,2,0
76,1,52,2,0
39,0,20,5,0
58,0,32,5,0
84,1,11,1,0
72,0,10,7,0
28,0,0,3,0
28,0,5,4,0
51,1,15,2,0
63,0,24,4,0
69,1,22,1,0
60,1,39,1,0
85,1,46,6,0
61,0,1,2,0
29,0,3,6,0
31,1,11,6,0
27,0,0,7,0
54,1,20,5,1
84,0,21,6,0
20,0,2,1,0
33,1,2,8,0
66,0,47,1,0
42,0,2,8,1
50,1,26,8,0
63,1,41,0,0
60,1,8,7,0
20,1,0,0,1
38,1,2,10,1
83,1,18,10,0
65,0,15,3,0
75,1,28,4,0
55,1,27,7,0
56,0,36,8,0
38,1,16,7,0
42,1,2,8,0
45,1,27,1,0
83,1,4,0,0
54,0,31,0,0
81,0,33,3,0
41,1,2,4,0
81,0,62,7,0
72,1,31,4,1
29,1,0,1,1
22,0,1,0,0
45,1,10,1,0
20,1,2,4,0
34,1,7,1,0
38,1,1,6,0
74,1,27,4,0
42,0,10,10,1
39,0,6,10,0
46,1,23,5,0
55,0,14,6,0
79,1,2,5,1
51,1,9,6,0
48,0,22,9,0
56,0,13,5,0
53,0,2,7,0
79,0,42,4,1
66,0,45,3,1
58,1,22,2,0
26,1,0,7,0
50,0,14,5,1
56,1,10,1,0
51,0,4,0,1
22,0,4,8,0
78,1,24,10,0
34,0,3,9,0
48,0,27,8,1
52,0,22,0,0
59,1,25,6,0
20,0,1,1,0
67,0,26,8,0
72,0,41,5,1
62,0,19,10,0
19,0,0,0,1
36,1,6,5,0
65,1,2,8,0
36,1,15,4,1
49,1,29,1,0
45,1,3,4,0
18,1,0,9,0
57,1,19,5,0
50,1,2,9,0
33,0,15,2,0
31,1,1,10,0
34,0,12,7,0
83,0,33,1,0
62,0,9,4,0
74,1,36,4,0
28,1,9,8,1
29,0,0,8,0
56,1,0,2,0
69,0,32,5,0
69,1,44,4,0
34,0,9,1,1
78,1,26,3,0
39,1,10,1,0
43,0,11,8,0
74,1,24,3,0
71,1,50,2,0
29,1,9,1,0
66,1,48,7,0
54,1,6,9,0
84,1,48,1,1
56,0,19,4,0
65,0,39,8,1
82,1,18,8,1
34,1,5,9,0
61,1,15,4,0
32,1,9,10,0
59,1,12,9,0
65,0,20,1,0
45,0,13,4,0
33,0,3,9,0
18,1,0,7,0
85,0,55,7,1
40,0,8,8,0
82,1,16,2,0
47,0,21,3,0
59,1,23,10,0
78,0,27,8,0
27,1,7,9,0
71,0,38,7,0
40,1,14,10,0
71,0,40,8,1
84,0,62,8,0
44,0,1,7,0
55,0,25,3,0
29,1,0,5,0
52,0,23,1,0
46,1,0,2,1
74,1,22,5,0
22,1,4,0,0
46,1,17,1,0
32,0,11,5,0
76,0,18,6,0
59,1,6,9,0
79,1,43,1,0
28,0,9,0,0
32,1,4,4,0
76,1,11,2,1
27,0,1,4,0
44,0,21,4,0
33,1,4,0,0
21,1,0,1,0
52,1,21,7,0
40,0,9,8,0
22,0,0,7,0
40,1,1,1,1
36,1,13,1,0
52,0,23,3,0
53,1,30,1,0
74,0,56,2,0
81,0,63,8,0
45,1,9,1,1
67,1,18,8,0
21,0,1,10,0
82,1,52,3,0
50,1,2,1,1
58,0,24,1,0
85,1,26,6,0
46,1,5,1,1
41,1,14,9,0
80,0,10,1,0
68,0,30,5,1
83,1,47,9,0
25,1,2,2,1
43,0,4,8,0
85,0,28,4,0
33,1,6,2,1
70,1,10,8,0
18,1,0,3,0
45,0,5,2,0
75,1,41,4,1
70,0,0,1,1
51,0,33,7,0
78,1,44,5,0
45,1,22,1,0
60,1,42,5,0
77,0,39,2,0
29,0,6,0,0
82,1,37,4,0
57,0,23,7,0
41,1,2,1,0
73,1,28,5,0
82,1,32,5,0
26,1,7,7,0
32,0,2,9,0
30,1,5,2,0
66,0,41,6,1
60,1,0,1,0
83,1,54,8,1
37,0,7,0,0
30,0,2,5,1
19,0,1,0,0
50,1,7,0,0
70,1,19,6,0
59,1,40,0,0
36,1,10,4,1
60,1,30,9,0
65,1,1,0,0
38,1,17,3,0
57,1,27,9,0
66,1,7,2,0
21,0,0,2,0
50,0,24,4,0
78,0,11,5,1
42,1,24,9,0
69,1,46,3,0
33,0,9,4,0
53,0,32,5,0
36,1,14,1,0
42,0,6,7,0
30,0,11,7,1
66,1,16,1,0
65,1,27,1,0
74,0,33,6,0
76,1,7,5,1
44,1,7,6,0
65,1,34,8,0
54,1,25,8,0
71,1,24,4,0
42,1,18,10,1
49,1,3,9,0
40,1,3,8,0
63,1,2,8,1
30,1,1,5,1
76,0,4,1,0
67,0,36,9,0
78,1,47,7,0
25,1,5,3,0
68,1,23,10,1
18,0,0,2,1
53,1,15,6,0
79,0,28,5,0
45,0,0,10,0
28,0,0,10,0
45,1,25,10,0
40,1,5,6,0
75,1,35,8,0
77,0,1,8,0
62,1,20,6,1
64,1,0,5,0
84,1,40,5,1
28,0,3,5,1
48,0,18,4,0
65,1,34,7,1
75,1,35,8,0
76,0,22,6,1
36,1,1,2,0
70,1,34,8,0
52,0,21,4,1
58,0,12,7,0
35,0,2,7,0
54,1,24,7,0
84,1,50,3,0
62,0,24,2,0
54,1,36,6,0
81,1,38,7,0
50,0,16,1,0
84,0,3,2,0
65,0,31,1,0
72,0,49,5,1
78,0,24,0,1
59,1,0,4,0
62,1,24,3,0
54,1,20,1,0
53,0,26,1,0
46,0,2,2,0
57,0,5,0,0
62,1,7,4,1
26,1,7,8,0
45,0,3,10,0
80,0,35,4,0
43,1,0,3,1
36,0,6,8,0
33,0,15,2,0
19,0,1,6,0
64,1,1,3,0
66,1,38,2,0
75,0,2,7,0
30,0,4,4,0
50,0,7,5,0
82,1,59,4,0
61,0,24,7,0
71,0,18,6,0
77,0,19,9,0
21,1,1,1,1
75,1,27,4,0
37,1,10,8,0
30,0,3,1,0
80,1,31,6,0
83,0,25,3,1
20,0,1,2,0
82,0,11,8,0
57,0,26,1,0
42,0,12,4,0
66,0,1,6,0
55,0,24,0,0
45,0,13,5,0
47,1,14,8,1
44,0,9,1,0
48,0,18,3,0
80,1,35,2,0
73,0,20,5,0
62,1,31,5,0
29,0,10,1,1
71,1,40,1,0
62,0,5,4,0
33,0,6,2,0
76,0,42,5,0
23,0,5,1,0
72,1,33,1,0
53,1,7,5,0
79,1,21,5,0
70,0,37,4,1
49,1,25,3,0
69,1,12,0,0
84,0,44,0,0
81,1,63,8,0
79,0,16,1,0
34,0,12,8,0
21,0,2,7,0
53,0,10,2,1
52,1,3,1,0
59,0,30,7,0
45,1,25,2,0
37,0,2,9,0
34,1,3,1,0
57,1,29,10,0
27,0,3,1,0
56,1,35,6,1
57,1,38,1,1
51,1,7,2,0
20,1,1,1,1
82,0,55,8,0
37,0,6,7,0
57,1,0,3,1
44,1,4,1,0
53,1,6,5,0
64,1,19,4,0
39,1,15,1,1
72,1,8,6,1
64,0,18,2,0
50,0,20,1,0
43,0,1,3,0
67,0,23,4,0
63,1,28,3,0
52,0,9,9,0
46,0,26,10,0
68,0,19,5,0
52,0,0,3,0
50,0,12,7,0
36,1,11,5,1
82,0,64,3,0
39,0,5,3,0
62,0,10,8,0
45,1,7,9,1
60,1,1,6,0
62,1,2,7,0
56,1,33,6,0
81,0,49,8,0
76,1,1,10,0
40,0,22,10,0
45,1,0,9,1
40,0,5,1,0
76,0,54,1,0
58,1,34,10,0
29,1,0,4,1
41,0,5,8,1
72,0,35,9,0
46,1,7,2,0
52,0,31,3,1
32,1,9,1,0
68,0,17,7,0
30,0,12,4,0
67,1,8,8,0
59,0,39,4,0
64,0,10,7,0
74,1,43,4,0
85,0,22,3,0
62,0,30,7,0
39,1,9,5,0
44,1,5,0,0
65,1,45,10,1
51,1,12,5,0
41,0,11,9,0
37,0,12,7,0
39,0,21,10,0
20,0,0,1,0
64,0,28,3,0
82,1,3,7,0
30,0,2,10,1
27,1,8,8,0
32,1,1,2,0
20,0,0,4,0
38,1,18,5,1
25,1,2,2,1
80,0,17,6,0
27,1,6,7,1
43,1,1,0,0
67,0,4,8,0
59,0,18,2,1
72,0,38,0,0
76,0,10,7,0
26,0,3,1,0
40,1,7,8,0
68,0,24,2,1
78,0,39,4,0
31,1,1,7,0
20,1,0,5,1
55,0,24,3,1
50,0,18,5,0
74,0,45,0,0
49,0,11,6,0
31,1,12,9,0
56,1,30,8,1
63,0,17,7,0
42,0,2,6,0
52,1,0,1,0
52,1,17,1,0
21,1,2,4,1
