id,type,brand,car_spaces,passengers,antiquity,drive_permission,electric
1223,Car,KIA,4,1,20,1,0
1224,Van,Toyota,5,5,13,1,0
1225,Tractor,Ford,1,1,8,1,0
1226,Without_carnet,Chatenet,1,1,4,0,0
1227,Without_carnet,Ligier,2,1,14,0,1
1228,Car,Land Rover,4,4,2,1,0
1229,Motorbyke,Yamaha,2,2,23,1,0
1230,Van,Volkswagen,8,7,20,1,0
1231,Motorbyke,Aprilia,2,1,20,1,0
1232,Lorry,Volvo,3,1,2,1,0
1233,Van,Seat,8,8,13,1,0
1234,Lorry,Pegaso,3,1,30,1,0
1235,Car,KIA,2,2,15,1,0
1236,Van,Toyota,5,5,29,1,0
1237,Tractor,Deutz,1,1,28,1,0
1238,Car,Jeep,5,5,11,1,1
1239,Car,Nissan,2,1,23,1,0
1240,Tractor,Case,2,1,16,1,1
1241,Without_carnet,Ligier,2,2,29,0,0
1242,Tractor,John Deere,2,2,8,1,0
1243,Van,Dacia,8,7,18,1,0
1244,Without_carnet,Microcar,1,1,13,0,1
1245,Without_carnet,Ligier,2,2,3,0,0
1246,Tractor,Fendt,2,1,2,1,0
1247,Without_carnet,Chatenet,2,1,16,0,0
1248,Car,Bentley,2,2,17,1,0
1249,Car,Renault,3,3,22,1,1
1250,Lorry,Mercedes-Benz,3,1,10,1,0
1251,Motorbyke,Vespa,2,2,27,1,1
1252,Car,Nissan,5,2,24,1,0
1253,Car,Tesla,5,4,18,1,0
1254,Lorry,Volvo,3,2,25,1,0
1255,Without_carnet,Chatenet,1,1,12,0,0
1256,Motorbyke,Harley Davidson,2,1,11,1,0
1257,Without_carnet,Aixam,2,2,15,0,0
1258,Van,Mercedes-Benz,8,5,22,1,0
1259,Van,Toyota,6,6,2,1,0
1260,Car,Porsche,2,1,28,1,0
1261,Van,Volkswagen,7,7,4,1,0
1262,Car,Dodge,3,1,24,1,0
1263,Without_carnet,Ligier,2,2,3,0,0
1264,Without_carnet,Chatenet,2,2,2,0,0
1265,Van,Volkswagen,5,5,2,1,0
1266,Van,Volkswagen,8,7,21,1,0
1267,Car,Citroen,3,1,16,1,0
1268,Lorry,Mercedes-Benz,3,3,17,1,1
1269,Van,Citroen,7,6,17,1,1
1270,Motorbyke,Ducati,2,1,27,1,0
1271,Van,Dacia,6,6,23,1,0
1272,Car,Aston Martin,3,2,4,1,0
1273,Tractor,Case,1,1,17,1,0
1274,Car,Ford,2,2,16,1,1
1275,Without_carnet,Aixam,1,1,8,0,0
1276,Van,Iveco,6,6,26,1,0
1277,Lorry,Iveco,3,2,7,1,0
1278,Motorbyke,Yamaha,2,2,18,1,0
1279,Motorbyke,Harley Davidson,1,1,21,1,0
1280,Motorbyke,Ducati,1,1,19,1,0
1281,Without_carnet,Ligier,2,2,6,0,0
1282,Lorry,Iveco,3,2,17,1,0
1283,Van,Ford,8,6,16,1,0
1284,Lorry,Iveco,3,1,30,1,0
1285,Tractor,Fendt,1,1,19,1,1
1286,Without_carnet,Microcar,2,1,13,0,0
1287,Motorbyke,Ducati,1,1,5,1,0
1288,Without_carnet,Ligier,2,2,23,0,0
1289,Without_carnet,Microcar,1,1,22,0,0
1290,Car,Mazda,3,3,24,1,0
1291,Without_carnet,Aixam,2,1,3,0,0
1292,Tractor,Deutz,2,1,5,1,0
1293,Lorry,Mercedes-Benz,3,1,29,1,1
1294,Motorbyke,Harley Davidson,2,1,2,1,0
1295,Motorbyke,KTM,2,1,26,1,1
1296,Lorry,Mercedes-Benz,3,2,29,1,0
1297,Without_carnet,Chatenet,2,2,0,0,0
1298,Without_carnet,Aixam,2,2,5,0,0
1299,Without_carnet,Microcar,2,1,16,0,0
1300,Without_carnet,Chatenet,2,1,28,0,0
1301,Motorbyke,Vespa,2,1,1,1,0
1302,Tractor,Deutz,2,1,17,1,0
1303,Lorry,Agrale,3,1,20,1,0
1304,Motorbyke,Vespa,2,2,8,1,0
1305,Without_carnet,Microcar,2,1,20,0,0
1306,Motorbyke,Derbi,2,2,4,1,0
1307,Van,Opel,7,7,24,1,0
1308,Lorry,Mercedes-Benz,3,1,6,1,0
1309,Lorry,Iveco,3,3,19,1,0
1310,Lorry,Agrale,3,3,5,1,0
1311,Motorbyke,Kawasaki,2,2,28,1,0
1312,Without_carnet,Aixam,2,2,2,0,0
1313,Lorry,Volvo,3,2,18,1,1
1314,Lorry,Mercedes-Benz,3,3,7,1,0
1315,Motorbyke,Vespa,2,1,1,1,0
1316,Van,Fiat,6,6,7,1,0
1317,Lorry,Volvo,3,2,0,1,0
1318,Van,Mercedes-Benz,7,7,23,1,0
1319,Car,Maserati,2,2,26,1,0
1320,Without_carnet,Chatenet,2,2,17,0,1
1321,Motorbyke,Aprilia,2,1,27,1,0
1322,Without_carnet,Chatenet,2,2,2,0,0
1323,Without_carnet,Aixam,1,1,27,0,0
1324,Van,Toyota,6,5,24,1,0
1325,Car,Bentley,5,2,5,1,0
1326,Car,Mitsubishi,5,1,25,1,0
1327,Van,Iveco,7,6,0,1,0
1328,Without_carnet,Ligier,1,1,1,0,0
1329,Tractor,John Deere,2,1,22,1,0
1330,Lorry,Mercedes-Benz,3,2,5,1,0
1331,Motorbyke,Yamaha,1,1,24,1,0
1332,Tractor,Case,1,1,26,1,0
1333,Car,Land Rover,4,2,23,1,0
1334,Van,Ford,6,6,22,1,0
1335,Tractor,Massey Ferguson,1,1,18,1,0
1336,Lorry,Mercedes-Benz,3,1,17,1,0
1337,Motorbyke,Ducati,2,1,29,1,0
1338,Car,Pagani,5,4,19,1,0
1339,Without_carnet,Ligier,2,1,18,0,0
1340,Van,Ford,7,6,23,1,0
1341,Tractor,Deutz,2,2,20,1,0
1342,Tractor,Valtra,2,2,18,1,0
1343,Tractor,Valtra,2,1,29,1,0
1344,Without_carnet,Chatenet,2,1,10,0,0
1345,Car,Dodge,4,1,15,1,0
1346,Tractor,Fendt,1,1,27,1,0
1347,Car,Lexus,4,3,13,1,0
1348,Without_carnet,Chatenet,1,1,13,0,0
1349,Motorbyke,Harley Davidson,1,1,5,1,1
1350,Van,Toyota,6,6,24,1,1
1351,Lorry,Volvo,3,1,10,1,0
1352,Lorry,Mercedes-Benz,3,3,3,1,0
1353,Without_carnet,Aixam,2,2,21,0,0
1354,Van,Opel,7,6,25,1,0
1355,Motorbyke,Ducati,2,1,0,1,1
1356,Motorbyke,Harley Davidson,2,2,12,1,0
1357,Tractor,Deutz,2,2,12,1,0
1358,Car,Porsche,2,2,0,1,0
1359,Car,McLaren,2,2,11,1,0
1360,Motorbyke,Aprilia,1,1,8,1,0
1361,Van,Volkswagen,8,6,18,1,0
1362,Car,Lexus,4,1,8,1,0
1363,Without_carnet,Ligier,2,1,10,0,0
1364,Tractor,Claas,1,1,27,1,0
1365,Tractor,New Holland,2,2,19,1,0
1366,Car,KIA,5,3,8,1,0
1367,Motorbyke,Derbi,1,1,29,1,1
1368,Lorry,Mercedes-Benz,3,1,21,1,0
1369,Tractor,Massey Ferguson,2,1,26,1,0
1370,Without_carnet,Aixam,2,2,28,0,0
1371,Motorbyke,Yamaha,1,1,15,1,0
1372,Without_carnet,Microcar,2,2,14,0,0
1373,Van,Seat,8,5,26,1,1
1374,Tractor,Valtra,1,1,29,1,0
1375,Van,Fiat,5,5,17,1,0
1376,Motorbyke,Vespa,1,1,23,1,0
1377,Motorbyke,Ducati,1,1,27,1,0
1378,Lorry,Volvo,3,2,0,1,0
1379,Motorbyke,Yamaha,2,2,13,1,0
1380,Tractor,Valtra,1,1,24,1,0
1381,Motorbyke,KTM,1,1,20,1,0
1382,Van,Ford,5,5,3,1,0
1383,Van,Nissan,5,5,10,1,0
1384,Motorbyke,KTM,1,1,13,1,0
1385,Car,Lexus,2,1,6,1,0
1386,Motorbyke,Aprilia,2,1,11,1,0
1387,Car,Koenigsegg,5,2,6,1,0
1388,Without_carnet,Microcar,2,1,22,0,1
1389,Lorry,Pegaso,3,3,15,1,1
1390,Motorbyke,Yamaha,2,1,26,1,0
1391,Motorbyke,Aprilia,1,1,16,1,0
1392,Motorbyke,Yamaha,1,1,12,1,0
1393,Without_carnet,Microcar,2,2,22,0,0
1394,Without_carnet,Ligier,1,1,19,0,0
1395,Van,Renault,6,5,2,1,0
1396,Lorry,Volvo,3,3,6,1,0
1397,Without_carnet,Aixam,2,1,0,0,0
1398,Car,Rolls Royce,4,3,10,1,0
1399,Car,Dodge,5,4,0,1,0
1400,Car,Mini,3,2,10,1,0
1401,Motorbyke,KTM,1,1,0,1,0
1402,Car,Jaguar,3,3,28,1,0
1403,Car,Jeep,3,3,4,1,0
1404,Lorry,Agrale,3,3,22,1,0
1405,Tractor,New Holland,2,2,21,1,0
1406,Car,Porsche,4,1,29,1,1
1407,Motorbyke,Yamaha,1,1,12,1,0
1408,Van,Fiat,6,6,29,1,1
1409,Without_carnet,Ligier,1,1,28,0,0
1410,Without_carnet,Ligier,1,1,10,0,0
1411,Tractor,Ford,1,1,6,1,0
1412,Without_carnet,Ligier,2,1,23,0,0
1413,Tractor,John Deere,2,1,16,1,0
1414,Tractor,Ford,2,1,8,1,0
1415,Motorbyke,Kawasaki,2,2,1,1,0
1416,Without_carnet,Ligier,2,1,24,0,0
1417,Van,Ford,8,7,15,1,0
1418,Motorbyke,Vespa,1,1,3,1,0
1419,Car,Maserati,3,1,7,1,0
1420,Without_carnet,Aixam,1,1,8,0,0
1421,Motorbyke,Aprilia,1,1,21,1,0
1422,Lorry,Agrale,3,3,13,1,0
1423,Without_carnet,Microcar,1,1,18,0,0
1424,Motorbyke,Aprilia,2,1,9,1,0
1425,Van,Opel,8,5,23,1,0
1426,Lorry,Volvo,3,3,4,1,0
1427,Tractor,Claas,1,1,28,1,0
1428,Motorbyke,Ducati,2,2,20,1,0
1429,Motorbyke,Ducati,2,1,14,1,0
1430,Motorbyke,Kawasaki,1,1,21,1,0
1431,Lorry,Iveco,3,1,22,1,0
1432,Van,Citroen,7,6,28,1,0
1433,Tractor,John Deere,2,2,28,1,0
1434,Without_carnet,Aixam,1,1,0,0,0
1435,Lorry,Mercedes-Benz,3,1,25,1,0
1436,Motorbyke,KTM,2,1,25,1,0
1437,Without_carnet,Ligier,1,1,22,0,0
1438,Tractor,New Holland,1,1,24,1,1
1439,Car,Aston Martin,2,2,25,1,0
1440,Motorbyke,Yamaha,2,2,5,1,0
1441,Tractor,Lanz Bulldog,2,1,28,1,0
1442,Tractor,Valtra,1,1,25,1,0
1443,Motorbyke,Harley Davidson,2,2,23,1,0
1444,Car,Porsche,5,3,6,1,0
1445,Lorry,Volvo,3,2,16,1,0
1446,Without_carnet,Ligier,1,1,6,0,0
1447,Motorbyke,KTM,2,2,1,1,0
1448,Van,Ford,8,8,13,1,0
1449,Motorbyke,Derbi,1,1,24,1,0
1450,Car,Ford,3,3,4,1,0
1451,Lorry,Agrale,3,2,20,1,0
1452,Car,Fiat,2,1,15,1,0
1453,Without_carnet,Microcar,1,1,7,0,0
1454,Without_carnet,Aixam,1,1,0,0,0
1455,Car,Opel,5,2,19,1,1
1456,Lorry,Agrale,3,1,7,1,0
1457,Tractor,Claas,2,1,8,1,0
1458,Car,Porsche,2,1,15,1,0
1459,Car,Toyota,5,1,11,1,0
1460,Lorry,Pegaso,3,3,8,1,0
1461,Van,Opel,8,7,2,1,0
1462,Van,Opel,5,5,13,1,0
1463,Without_carnet,Ligier,2,2,30,0,0
1464,Tractor,Lanz Bulldog,2,2,14,1,1
1465,Van,Fiat,8,6,28,1,1
1466,Tractor,Deutz,1,1,0,1,0
1467,Tractor,Ford,1,1,8,1,0
1468,Lorry,Volvo,3,1,12,1,0
1469,Lorry,Iveco,3,1,18,1,0
1470,Motorbyke,KTM,1,1,0,1,1
1471,Motorbyke,Harley Davidson,2,2,22,1,0
1472,Van,Iveco,7,6,12,1,0
1473,Motorbyke,Vespa,1,1,20,1,0
1474,Without_carnet,Microcar,2,2,29,0,0
1475,Car,Renault,3,3,20,1,0
1476,Without_carnet,Ligier,2,1,2,0,0
1477,Lorry,Mercedes-Benz,3,3,24,1,1
1478,Motorbyke,Yamaha,2,1,5,1,0
1479,Tractor,Fendt,1,1,6,1,0
1480,Motorbyke,KTM,2,1,20,1,0
1481,Van,Ford,6,6,5,1,0
1482,Motorbyke,Harley Davidson,2,1,29,1,0
1483,Without_carnet,Chatenet,2,2,12,0,0
1484,Without_carnet,Microcar,2,2,27,0,0
1485,Van,Dacia,8,8,30,1,0
1486,Tractor,Ford,1,1,3,1,0
1487,Tractor,Deutz,1,1,4,1,0
1488,Without_carnet,Chatenet,1,1,26,0,1
1489,Without_carnet,Microcar,1,1,22,0,0
1490,Lorry,Mercedes-Benz,3,3,18,1,0
1491,Car,Fiat,4,3,17,1,0
1492,Lorry,Agrale,3,2,22,1,0
1493,Van,Nissan,8,6,5,1,0
1494,Van,Fiat,8,7,1,1,1
1495,Without_carnet,Chatenet,2,2,4,0,0
1496,Motorbyke,Aprilia,2,2,30,1,0
1497,Lorry,Iveco,3,3,17,1,0
1498,Motorbyke,Aprilia,2,2,9,1,0
1499,Car,Dodge,2,1,30,1,0
1500,Tractor,Deutz,1,1,20,1,0
1501,Lorry,Pegaso,3,1,7,1,0
1502,Car,KIA,4,1,27,1,0
1503,Motorbyke,Ducati,1,1,26,1,0
1504,Car,Pagani,4,1,25,1,0
1505,Tractor,Ford,2,2,9,1,0
1506,Without_carnet,Aixam,2,2,22,0,0
1507,Van,Ford,5,5,3,1,0
1508,Tractor,Claas,1,1,13,1,1
1509,Without_carnet,Microcar,1,1,5,0,0
1510,Without_carnet,Chatenet,2,2,7,0,1
1511,Car,Volkswagen,4,1,30,1,1
1512,Motorbyke,KTM,2,2,0,1,0
1513,Car,Land Rover,5,3,14,1,0
1514,Motorbyke,KTM,1,1,28,1,0
1515,Tractor,Ford,2,1,5,1,0
1516,Lorry,Iveco,3,2,19,1,0
1517,Car,Hyunday,2,2,2,1,1
1518,Lorry,Volvo,3,3,3,1,0
1519,Van,Peugeot,8,6,13,1,0
1520,Lorry,Pegaso,3,3,8,1,0
1521,Lorry,Pegaso,3,2,10,1,0
1522,Without_carnet,Ligier,2,2,9,0,1
1523,Without_carnet,Microcar,1,1,9,0,0
1524,Lorry,Agrale,3,3,9,1,0
1525,Lorry,Iveco,3,3,22,1,1
1526,Motorbyke,Harley Davidson,1,1,0,1,0
1527,Car,Citroen,3,3,16,1,0
1528,Van,Nissan,5,5,19,1,0
1529,Van,Peugeot,7,5,13,1,0
1530,Motorbyke,Vespa,1,1,25,1,0
1531,Lorry,Agrale,3,2,23,1,1
1532,Lorry,Agrale,3,1,23,1,0
1533,Tractor,Lanz Bulldog,1,1,22,1,0
1534,Lorry,Mercedes-Benz,3,1,8,1,0
1535,Tractor,Lanz Bulldog,1,1,10,1,0
1536,Without_carnet,Microcar,1,1,12,0,0
1537,Without_carnet,Ligier,1,1,26,0,0
1538,Without_carnet,Aixam,1,1,8,0,0
1539,Car,Acura,3,1,11,1,0
1540,Car,Volkswagen,3,3,19,1,0
1541,Without_carnet,Chatenet,1,1,6,0,0
1542,Tractor,Ford,1,1,3,1,0
1543,Tractor,Fendt,2,1,29,1,0
1544,Van,Opel,6,5,26,1,0
1545,Car,Lexus,2,2,6,1,0
1546,Tractor,Fendt,1,1,5,1,0
1547,Without_carnet,Chatenet,2,2,6,0,0
1548,Van,Peugeot,8,6,10,1,0
1549,Motorbyke,Harley Davidson,2,1,12,1,0
1550,Tractor,Deutz,2,2,19,1,1
1551,Tractor,John Deere,2,2,9,1,0
1552,Car,Land Rover,3,1,7,1,0
1553,Without_carnet,Chatenet,1,1,17,0,0
1554,Tractor,Fendt,2,2,27,1,0
1555,Car,Cadillac,3,3,8,1,0
1556,Motorbyke,Yamaha,2,2,6,1,1
1557,Van,Fiat,8,6,28,1,0
1558,Van,Peugeot,5,5,19,1,0
1559,Van,Dacia,7,7,27,1,1
1560,Van,Nissan,7,6,30,1,0
1561,Without_carnet,Chatenet,2,2,16,0,0
1562,Car,Maserati,5,4,6,1,1
1563,Tractor,Case,1,1,25,1,0
1564,Tractor,Case,2,2,22,1,0
1565,Lorry,Agrale,3,2,11,1,0
1566,Car,Aston Martin,5,1,3,1,0
1567,Car,Dodge,4,4,24,1,0
1568,Without_carnet,Microcar,2,1,5,0,0
1569,Motorbyke,Aprilia,2,2,5,1,0
1570,Lorry,Agrale,3,3,24,1,0
1571,Tractor,Fendt,2,2,5,1,0
1572,Motorbyke,Harley Davidson,1,1,2,1,0
1573,Without_carnet,Microcar,1,1,13,0,1
1574,Van,Volkswagen,6,6,0,1,0
1575,Tractor,Claas,1,1,9,1,0
1576,Tractor,Lanz Bulldog,1,1,10,1,0
1577,Car,Cadillac,5,5,20,1,1
1578,Lorry,Iveco,3,2,26,1,0
1579,Car,Volkswagen,4,3,11,1,1
1580,Lorry,Iveco,3,3,13,1,0
1581,Tractor,Claas,2,1,0,1,0
1582,Van,Ford,7,6,20,1,0
1583,Motorbyke,Yamaha,1,1,26,1,0
1584,Car,Ford,4,1,8,1,0
1585,Motorbyke,Vespa,2,1,12,1,1
1586,Van,Ford,7,6,6,1,0
1587,Motorbyke,Aprilia,2,2,11,1,0
1588,Motorbyke,Yamaha,2,2,20,1,0
1589,Van,Renault,6,5,28,1,0
1590,Tractor,John Deere,2,1,8,1,1
1591,Car,Hyunday,5,5,24,1,0
1592,Lorry,Mercedes-Benz,3,3,2,1,0
1593,Motorbyke,Ducati,2,2,17,1,0
1594,Car,Ferrari,2,1,24,1,0
1595,Tractor,Lanz Bulldog,1,1,9,1,0
1596,Van,Volkswagen,6,6,8,1,0
1597,Car,Cadillac,5,2,18,1,0
1598,Tractor,New Holland,1,1,20,1,1
1599,Motorbyke,Harley Davidson,2,2,29,1,0
1600,Without_carnet,Aixam,1,1,17,0,0
1601,Van,Dacia,8,6,14,1,0
1602,Motorbyke,Derbi,2,2,30,1,0
1603,Car,Opel,4,2,4,1,1
1604,Van,Dacia,8,5,20,1,0
1605,Lorry,Pegaso,3,2,27,1,0
1606,Tractor,Deutz,1,1,19,1,0
1607,Car,Mercedes-Benz,5,1,7,1,0
1608,Lorry,Agrale,3,3,15,1,0
1609,Tractor,John Deere,1,1,14,1,0
1610,Car,KIA,4,4,11,1,0
1611,Lorry,Pegaso,3,1,10,1,0
1612,Van,Opel,7,5,6,1,0
1613,Tractor,Deutz,2,1,17,1,0
1614,Motorbyke,KTM,2,2,18,1,0
1615,Van,Citroen,8,6,4,1,0
1616,Van,Citroen,8,5,23,1,0
1617,Car,Lexus,2,2,9,1,0
1618,Tractor,Claas,2,2,27,1,0
1619,Motorbyke,Derbi,2,1,30,1,0
1620,Lorry,Iveco,3,2,9,1,0
1621,Lorry,Mercedes-Benz,3,3,30,1,0
1622,Tractor,Claas,2,1,23,1,0
1623,Car,Lexus,2,1,27,1,0
1624,Without_carnet,Aixam,1,1,21,0,0
1625,Without_carnet,Microcar,1,1,15,0,0
1626,Without_carnet,Aixam,1,1,26,0,0
1627,Van,Iveco,8,7,24,1,0
1628,Van,Citroen,6,5,7,1,0
1629,Tractor,Claas,2,2,17,1,0
1630,Tractor,Fendt,2,2,2,1,0
1631,Without_carnet,Ligier,2,2,6,0,0
1632,Car,Peugeot,5,4,18,1,0
1633,Motorbyke,Aprilia,1,1,0,1,0
1634,Motorbyke,Kawasaki,1,1,13,1,0
1635,Tractor,Lanz Bulldog,2,2,3,1,0
1636,Car,KIA,2,2,3,1,0
1637,Car,Mazda,3,1,23,1,0
1638,Tractor,Deutz,1,1,24,1,0
1639,Motorbyke,Harley Davidson,2,2,25,1,0
1640,Car,Opel,4,2,26,1,0
1641,Car,Renault,3,1,9,1,0
1642,Tractor,Lanz Bulldog,2,1,23,1,0
1643,Car,Aston Martin,2,2,27,1,0
1644,Car,Bugatti,3,3,11,1,0
1645,Motorbyke,Vespa,1,1,16,1,0
1646,Van,Dacia,7,7,28,1,0
1647,Lorry,Mercedes-Benz,3,2,25,1,0
1648,Car,Saab,4,4,30,1,0
1649,Car,Saab,4,4,0,1,0
1650,Car,KIA,4,1,3,1,0
1651,Car,Infiniti,5,1,12,1,0
1652,Motorbyke,Ducati,1,1,12,1,0
1653,Without_carnet,Chatenet,2,1,14,0,0
1654,Van,Nissan,8,6,2,1,1
1655,Without_carnet,Aixam,2,1,9,0,0
1656,Car,Suzuki,5,1,27,1,0
1657,Without_carnet,Ligier,1,1,25,0,0
1658,Van,Opel,6,5,11,1,0
1659,Car,Nissan,4,1,4,1,0
1660,Tractor,New Holland,2,2,0,1,0
1661,Car,Alfa Romeo,3,2,23,1,0
1662,Car,Volkswagen,5,3,23,1,0
1663,Tractor,New Holland,2,2,26,1,0
1664,Lorry,Pegaso,3,1,10,1,0
1665,Tractor,John Deere,2,2,9,1,1
1666,Car,Koenigsegg,4,4,18,1,0
1667,Tractor,John Deere,1,1,8,1,0
1668,Tractor,Case,2,2,26,1,0
1669,Motorbyke,Derbi,2,2,18,1,0
1670,Tractor,Massey Ferguson,1,1,19,1,1
1671,Without_carnet,Aixam,1,1,17,0,0
1672,Car,Volkswagen,4,3,4,1,0
1673,Lorry,Volvo,3,1,22,1,0
1674,Van,Opel,8,5,6,1,0
1675,Motorbyke,Yamaha,2,1,23,1,0
1676,Van,Renault,8,7,4,1,0
1677,Tractor,Massey Ferguson,1,1,27,1,0
1678,Van,Peugeot,5,5,0,1,1
1679,Without_carnet,Aixam,1,1,11,0,0
1680,Without_carnet,Aixam,1,1,20,0,0
1681,Without_carnet,Ligier,1,1,26,0,0
1682,Lorry,Mercedes-Benz,3,2,22,1,0
1683,Motorbyke,Kawasaki,2,1,5,1,0
1684,Motorbyke,Harley Davidson,1,1,13,1,1
1685,Tractor,John Deere,2,2,13,1,1
1686,Car,Cadillac,3,1,19,1,0
1687,Lorry,Pegaso,3,3,17,1,0
1688,Car,Ford,5,3,23,1,0
1689,Without_carnet,Microcar,1,1,18,0,0
1690,Car,Nissan,3,1,0,1,0
1691,Motorbyke,Ducati,1,1,7,1,0
1692,Without_carnet,Chatenet,1,1,25,0,0
1693,Car,BMW,3,3,25,1,0
1694,Lorry,Iveco,3,3,30,1,0
1695,Motorbyke,Aprilia,2,1,1,1,0
1696,Tractor,Massey Ferguson,2,1,25,1,0
1697,Car,Citroen,3,2,27,1,0
1698,Tractor,Deutz,2,1,19,1,0
1699,Motorbyke,Ducati,2,2,17,1,0
1700,Tractor,Ford,1,1,15,1,0
1701,Motorbyke,Harley Davidson,2,1,5,1,0
1702,Car,Audi,4,2,14,1,0
1703,Motorbyke,Derbi,2,1,3,1,0
1704,Lorry,Pegaso,3,2,4,1,1
1705,Van,Ford,8,8,1,1,0
1706,Van,Toyota,5,5,26,1,0
1707,Car,Cadillac,5,3,25,1,0
1708,Car,Hyunday,4,2,21,1,0
1709,Without_carnet,Microcar,1,1,9,0,0
1710,Without_carnet,Aixam,1,1,16,0,0
1711,Van,Toyota,7,6,30,1,0
1712,Tractor,Massey Ferguson,1,1,15,1,1
1713,Tractor,Fendt,2,1,24,1,0
1714,Motorbyke,Yamaha,2,1,15,1,1
1715,Tractor,Valtra,1,1,23,1,1
1716,Van,Citroen,8,6,22,1,0
1717,Without_carnet,Chatenet,1,1,25,0,0
1718,Car,Bentley,4,4,9,1,1
1719,Lorry,Agrale,3,2,13,1,0
1720,Car,Subaru,2,1,28,1,1
1721,Car,Koenigsegg,2,1,16,1,0
1722,Without_carnet,Ligier,1,1,26,0,0
1723,Car,Peugeot,5,4,8,1,1
1724,Lorry,Pegaso,3,1,12,1,0
1725,Tractor,New Holland,1,1,9,1,0
1726,Lorry,Agrale,3,1,10,1,0
1727,Motorbyke,Harley Davidson,2,2,5,1,0
1728,Motorbyke,KTM,1,1,22,1,0
1729,Car,Jeep,4,2,27,1,0
1730,Van,Citroen,8,5,12,1,0
1731,Car,BMW,5,5,21,1,0
1732,Without_carnet,Aixam,2,2,11,0,0
1733,Without_carnet,Chatenet,2,1,5,0,0
1734,Without_carnet,Aixam,1,1,4,0,0
1735,Motorbyke,Harley Davidson,2,1,19,1,0
1736,Tractor,Lanz Bulldog,1,1,10,1,0
1737,Without_carnet,Microcar,2,2,8,0,0
1738,Tractor,Ford,1,1,13,1,0
1739,Motorbyke,Aprilia,2,1,14,1,0
1740,Tractor,Lanz Bulldog,1,1,18,1,0
1741,Van,Peugeot,7,7,23,1,0
1742,Lorry,Pegaso,3,1,16,1,1
1743,Without_carnet,Aixam,2,1,21,0,0
1744,Car,Renault,2,1,27,1,0
1745,Without_carnet,Ligier,1,1,12,0,0
1746,Motorbyke,KTM,2,1,12,1,0
1747,Lorry,Mercedes-Benz,3,2,24,1,0
1748,Motorbyke,Kawasaki,2,2,11,1,1
1749,Tractor,John Deere,2,2,13,1,0
1750,Lorry,Agrale,3,1,9,1,1
1751,Tractor,Deutz,1,1,0,1,0
1752,Car,Mitsubishi,3,2,28,1,0
1753,Tractor,Lanz Bulldog,1,1,8,1,0
1754,Motorbyke,Aprilia,2,2,11,1,0
1755,Tractor,Massey Ferguson,1,1,4,1,0
1756,Tractor,Claas,2,1,16,1,0
1757,Van,Renault,8,8,1,1,0
1758,Motorbyke,Derbi,2,1,22,1,0
1759,Van,Seat,6,5,26,1,0
1760,Without_carnet,Microcar,2,1,30,0,0
1761,Lorry,Iveco,3,2,20,1,0
1762,Car,Bentley,4,1,11,1,0
1763,Lorry,Agrale,3,1,19,1,0
1764,Lorry,Mercedes-Benz,3,3,6,1,0
1765,Without_carnet,Aixam,2,1,23,0,0
1766,Tractor,John Deere,1,1,20,1,0
1767,Without_carnet,Aixam,2,2,12,0,0
1768,Van,Volkswagen,7,6,14,1,0
1769,Tractor,Deutz,2,2,5,1,0
1770,Car,Koenigsegg,2,1,29,1,0
1771,Van,Fiat,7,7,6,1,0
1772,Tractor,Claas,1,1,23,1,0
1773,Lorry,Agrale,3,2,22,1,0
1774,Without_carnet,Chatenet,1,1,0,0,0
1775,Without_carnet,Chatenet,1,1,26,0,0
1776,Motorbyke,Derbi,2,1,14,1,0
1777,Tractor,Claas,2,2,5,1,0
1778,Car,Koenigsegg,3,3,20,1,0
1779,Motorbyke,KTM,2,1,16,1,0
1780,Car,Subaru,5,2,29,1,0
1781,Motorbyke,Kawasaki,1,1,5,1,1
1782,Motorbyke,Kawasaki,1,1,27,1,0
1783,Car,Cadillac,4,3,9,1,0
1784,Van,Volkswagen,6,5,24,1,0
1785,Tractor,Ford,1,1,15,1,0
1786,Motorbyke,Harley Davidson,2,1,15,1,0
1787,Lorry,Volvo,3,1,19,1,0
1788,Tractor,Case,1,1,25,1,1
1789,Tractor,New Holland,2,2,15,1,0
1790,Tractor,Ford,1,1,4,1,0
1791,Tractor,Case,2,1,20,1,1
1792,Without_carnet,Aixam,1,1,15,0,0
1793,Without_carnet,Ligier,2,1,27,0,0
1794,Car,Lamborgini,5,5,8,1,0
1795,Without_carnet,Ligier,2,2,11,0,0
1796,Tractor,Valtra,1,1,22,1,0
1797,Motorbyke,Harley Davidson,2,1,28,1,0
1798,Car,Mini,3,2,26,1,0
1799,Tractor,Massey Ferguson,1,1,27,1,1
1800,Lorry,Iveco,3,3,16,1,0
1801,Van,Nissan,5,5,10,1,0
1802,Lorry,Pegaso,3,2,28,1,0
1803,Lorry,Pegaso,3,3,13,1,0
1804,Car,Audi,2,2,16,1,0
1805,Van,Renault,7,5,16,1,0
1806,Without_carnet,Aixam,1,1,20,0,0
1807,Without_carnet,Aixam,2,1,3,0,0
1808,Car,Jaguar,4,3,12,1,0
1809,Lorry,Iveco,3,2,23,1,1
1810,Motorbyke,Aprilia,1,1,0,1,1
1811,Tractor,Lanz Bulldog,2,2,5,1,0
1812,Without_carnet,Ligier,2,2,11,0,0
1813,Car,Renault,5,4,19,1,0
