start,end,road_name,road_type,black_point,signposting,radar
228,229,N-260,national,0,0,0
229,230,N-260,national,0,1,0
230,231,N-260,national,0,0,1
231,232,N-260,national,0,0,1
232,233,N-260,national,0,1,1
233,234,N-260,national,0,0,1
234,235,N-260,national,0,1,0
235,236,N-260,national,0,1,0
236,237,N-260,national,0,0,1
237,238,N-260,national,0,0,0
238,239,N-260,national,0,0,0
239,240,N-260,national,0,1,1
240,241,N-260,national,0,0,0
241,242,N-260,national,0,1,0
242,243,N-260,national,0,0,0
243,244,N-260,national,0,1,0
244,245,N-260,national,0,1,1
245,246,N-260,national,0,0,1
246,247,N-260,national,0,1,0
247,248,N-260,national,1,1,0
248,249,N-260,national,0,0,0
249,250,N-260,national,0,0,1
250,251,N-260,national,0,0,0
251,252,N-260,national,0,1,1
252,253,N-260,national,0,0,0
253,254,N-260,national,0,0,0
254,255,N-260,national,0,1,0
255,256,N-260,national,1,1,1
256,257,N-260,national,0,0,0
257,258,N-260,national,0,1,0
258,259,N-260,national,0,1,0
259,260,N-260,national,0,1,0
260,261,N-260,national,0,0,1
261,262,N-260,national,0,1,0
262,263,N-260,national,0,0,0
263,264,N-260,national,0,1,0
264,265,N-260,national,0,1,1
265,266,N-260,national,0,1,0
266,267,N-260,national,1,0,0
267,268,N-260,national,1,0,0
268,269,N-260,national,0,1,1
269,270,N-260,national,0,0,0
270,271,N-260,national,0,0,0
271,272,N-260,national,0,1,1
272,273,N-260,national,0,0,1
273,274,N-260,national,0,1,0
274,275,N-260,national,1,1,0
275,276,N-260,national,0,1,0
276,277,N-260,national,0,1,0
277,278,N-260,national,1,0,0
278,279,N-260,national,0,1,0
279,280,N-260,national,0,1,1
280,281,N-260,national,0,0,0
281,282,N-260,national,0,1,0
282,283,N-260,national,0,0,0
283,284,N-260,national,0,0,0
284,285,N-260,national,0,1,1
285,286,N-260,national,0,0,0
286,287,N-260,national,0,1,0
287,288,N-260,national,0,1,0
288,289,N-260,national,0,0,0
289,290,N-260,national,0,0,0
290,291,N-260,national,0,1,0
291,292,N-260,national,1,0,1
292,293,N-260,national,0,0,0
293,294,N-260,national,0,1,1
294,295,N-260,national,0,0,1
295,296,N-260,national,0,0,0
296,297,N-260,national,0,1,0
297,298,N-260,national,0,1,0
298,299,N-260,national,0,1,1
299,300,N-260,national,0,1,1
300,301,N-260,national,0,1,1
301,302,N-260,national,1,1,0
302,303,N-260,national,0,1,0
303,304,N-260,national,0,0,1
304,305,N-260,national,0,0,1
305,306,N-260,national,0,0,0
306,307,N-260,national,0,0,0
307,308,N-260,national,0,0,0
308,309,N-260,national,0,1,0
309,310,N-260,national,0,0,1
310,311,N-260,national,0,1,0
311,312,N-260,national,0,1,0
312,313,N-260,national,0,0,0
313,314,N-260,national,0,1,0
314,315,N-260,national,0,1,0
315,316,N-260,national,0,1,0
316,317,N-260,national,1,0,1
317,318,N-260,national,0,1,0
318,319,N-260,national,0,1,0
319,320,N-260,national,0,1,1
320,321,N-260,national,0,1,0
321,322,N-260,national,0,1,0
322,323,N-260,national,0,1,0
323,324,N-260,national,0,0,1
324,325,N-260,national,0,1,0
325,326,N-260,national,0,1,1
326,327,N-260,national,0,1,0
327,328,N-260,national,0,0,0
328,329,N-260,national,0,0,0
329,330,N-260,national,0,0,0
330,331,N-260,national,0,0,1
331,332,N-260,national,1,0,0
332,333,N-260,national,0,0,0
333,334,N-260,national,0,0,0
334,335,N-260,national,0,1,0
335,336,N-260,national,0,1,1
336,337,N-260,national,0,0,1
337,338,N-260,national,0,1,0
338,339,N-260,national,0,1,0
339,340,N-260,national,0,1,1
340,341,N-260,national,0,1,0
341,342,N-260,national,0,0,0
342,343,N-260,national,0,1,0
343,344,N-260,national,0,1,0
344,345,N-260,national,0,0,0
345,346,N-260,national,0,1,0
346,347,N-260,national,0,0,0
347,348,N-260,national,0,0,0
348,349,N-260,national,0,1,0
349,350,N-260,national,0,1,0
350,351,N-260,national,0,1,0
351,352,N-260,national,0,0,0
352,353,N-260,national,0,1,0
353,354,N-260,national,0,1,0
354,355,N-260,national,0,0,0
355,356,N-260,national,0,0,0
356,357,N-260,national,0,1,0
357,358,N-260,national,0,1,0
358,359,N-260,national,0,1,1
359,360,N-260,national,0,1,1
360,361,N-260,national,0,0,0
361,362,N-260,national,0,1,0
362,363,N-260,national,1,1,0
363,364,N-260,national,0,0,1
364,365,N-260,national,0,1,1
365,366,N-260,national,0,1,0
366,367,N-260,national,0,0,0
367,368,N-260,national,0,1,0
368,369,N-260,national,0,0,0
369,370,N-260,national,0,1,0
370,371,N-260,national,0,1,0
371,372,N-260,national,0,0,0
372,373,N-260,national,0,0,0
373,374,N-260,national,0,1,1
374,375,N-260,national,0,1,0
375,376,N-260,national,0,0,1
376,377,N-260,national,0,1,0
377,378,N-260,national,0,1,1
378,379,N-260,national,0,1,0
379,380,N-260,national,0,0,0
380,381,N-260,national,0,0,0
381,382,N-260,national,0,0,0
382,383,N-260,national,0,1,0
383,384,N-260,national,0,1,0
384,385,N-260,national,1,1,0
385,386,N-260,national,0,1,0
386,387,N-260,national,0,0,0
387,388,N-260,national,0,1,0
388,389,N-260,national,0,1,0
389,390,N-260,national,0,1,0
390,391,N-260,national,0,1,1
391,392,N-260,national,0,1,1
392,393,N-260,national,0,1,1
393,394,N-260,national,0,0,0
394,395,N-260,national,0,0,1
395,396,N-260,national,0,0,0
396,397,N-260,national,0,0,0
397,398,N-260,national,0,0,0
398,399,N-260,national,1,1,0
399,400,N-260,national,0,1,1
400,401,N-260,national,0,1,0
401,402,N-260,national,0,1,0
402,403,N-260,national,0,0,0
403,404,N-260,national,0,0,1
404,405,N-260,national,0,0,0
405,406,N-260,national,0,1,0
406,407,N-260,national,1,1,0
407,408,N-260,national,0,1,0
408,409,N-260,national,0,1,1
409,410,N-260,national,1,1,0
410,411,N-260,national,0,1,1
411,412,N-260,national,0,1,0
412,413,N-260,national,0,0,0
413,414,N-260,national,0,1,0
414,415,N-260,national,0,0,1
415,416,N-260,national,0,0,0
416,417,N-260,national,0,0,0
417,418,N-260,national,0,1,1
418,419,N-260,national,0,0,1
419,420,N-260,national,0,1,0
420,421,N-260,national,0,0,1
421,422,N-260,national,0,0,1
422,423,N-260,national,0,1,1
423,424,N-260,national,0,1,0
424,425,N-260,national,0,1,0
425,426,N-260,national,0,0,1
426,427,N-260,national,0,1,1
427,428,N-260,national,0,1,0
428,429,N-260,national,0,0,0
429,430,N-260,national,0,1,1
430,431,N-260,national,0,1,1
431,432,N-260,national,0,1,0
432,433,N-260,national,0,1,0
433,434,N-260,national,0,1,0
434,435,N-260,national,0,1,0
435,436,N-260,national,0,1,1
436,437,N-260,national,0,0,0
437,438,N-260,national,0,0,1
438,439,N-260,national,0,0,0
439,440,N-260,national,0,1,0
440,441,N-260,national,0,1,0
441,442,N-260,national,1,0,0
442,443,N-260,national,0,0,0
443,444,N-260,national,0,1,1
444,445,N-260,national,0,1,0
445,446,N-260,national,0,1,1
446,447,N-260,national,0,1,0
447,448,N-260,national,0,1,0
448,449,N-260,national,0,1,0
449,450,N-260,national,0,1,0
450,451,N-260,national,0,1,0
451,452,N-260,national,0,0,0
452,453,N-260,national,0,1,0
453,454,N-260,national,0,0,0
454,455,N-260,national,0,1,1
455,456,N-260,national,0,1,1
456,457,N-260,national,0,1,1
457,458,N-260,national,0,1,0
458,459,N-260,national,0,1,0
459,460,N-260,national,0,1,0
460,461,N-260,national,1,1,0
461,462,N-260,national,0,1,0
462,463,N-260,national,0,0,0
463,464,N-260,national,0,1,1
464,465,N-260,national,0,1,0
465,466,N-260,national,0,1,1
466,467,N-260,national,0,1,0
467,468,N-260,national,0,1,0
468,469,N-260,national,0,1,0
469,470,N-260,national,0,0,1
470,471,N-260,national,0,1,1
471,472,N-260,national,0,0,1
472,473,N-260,national,0,0,0
473,474,N-260,national,1,1,1
474,475,N-260,national,0,1,0
475,476,N-260,national,0,0,0
476,477,N-260,national,0,0,0
477,478,N-260,national,0,0,0
478,479,N-260,national,1,1,0
479,480,N-260,national,0,1,0
480,481,N-260,national,0,0,0
481,482,N-260,national,0,0,1
482,483,N-260,national,0,1,1
483,484,N-260,national,0,0,0
484,485,N-260,national,0,0,0
485,486,N-260,national,0,1,0
486,487,N-260,national,0,0,0
487,488,N-260,national,1,0,0
3,4,N-260A,national,0,1,0
4,5,N-260A,national,1,1,0
5,6,N-260A,national,0,1,1
6,7,N-260A,national,0,0,0
7,8,N-260A,national,0,0,1
8,9,N-260A,national,0,0,0
9,10,N-260A,national,0,1,0
10,11,N-260A,national,0,0,0
11,12,N-260A,national,0,0,0
12,13,N-260A,national,0,0,0
13,14,N-260A,national,0,1,0
14,15,N-260A,national,0,1,0
15,16,N-260A,national,0,0,0
16,17,N-260A,national,0,1,0
17,18,N-260A,national,0,1,0
18,19,N-260A,national,0,0,0
19,20,N-260A,national,0,1,0
20,21,N-260A,national,1,1,0
21,22,N-260A,national,0,1,0
22,23,N-260A,national,0,0,0
23,24,N-260A,national,0,1,0
24,25,N-260A,national,0,0,0
25,26,N-260A,national,0,1,0
26,27,N-260A,national,1,1,0
27,28,N-260A,national,0,1,0
28,29,N-260A,national,0,1,1
29,30,N-260A,national,0,0,1
30,31,N-260A,national,1,1,0
31,32,N-260A,national,0,1,1
32,33,N-260A,national,0,1,0
33,34,N-260A,national,0,1,0
34,35,N-260A,national,0,1,1
35,36,N-260A,national,0,0,0
36,37,N-260A,national,1,1,0
37,38,N-260A,national,0,0,0
38,39,N-260A,national,0,0,0
39,40,N-260A,national,0,1,1
40,41,N-260A,national,0,0,0
41,42,N-260A,national,1,1,0
42,43,N-260A,national,0,1,0
43,44,N-260A,national,0,1,1
44,45,N-260A,national,0,1,1
45,46,N-260A,national,0,1,0
46,47,N-260A,national,0,1,0
47,48,N-260A,national,1,1,0
48,49,N-260A,national,0,1,0
49,50,N-260A,national,1,1,0
50,51,N-260A,national,0,1,1
51,52,N-260A,national,0,0,1
52,53,N-260A,national,0,0,0
53,54,N-260A,national,0,0,0
54,55,N-260A,national,0,0,0
55,56,N-260A,national,0,1,0
56,57,N-260A,national,0,1,0
57,58,N-260A,national,1,0,0
58,59,N-260A,national,1,0,1
59,60,N-260A,national,0,0,0
60,61,N-260A,national,0,1,0
61,62,N-260A,national,0,0,0
62,63,N-260A,national,0,0,0
63,64,N-260A,national,0,1,1
64,65,N-260A,national,0,1,1
65,66,N-260A,national,0,0,0
66,67,N-260A,national,0,1,0
67,68,N-260A,national,0,1,1
68,69,N-260A,national,0,1,0
69,70,N-260A,national,0,0,0
70,71,N-260A,national,0,0,0
71,72,N-260A,national,1,0,0
72,73,N-260A,national,0,1,1
73,74,N-260A,national,1,0,0
74,75,N-260A,national,0,1,0
75,76,N-260A,national,0,0,0
76,77,N-260A,national,0,1,0
77,78,N-260A,national,0,0,0
78,79,N-260A,national,0,0,1
79,80,N-260A,national,0,1,0
80,81,N-260A,national,0,1,0
81,82,N-260A,national,0,0,0
82,83,N-260A,national,0,0,1
83,84,N-260A,national,0,0,0
84,85,N-260A,national,0,0,0
85,86,N-260A,national,0,1,1
86,87,N-260A,national,0,0,0
87,88,N-260A,national,0,0,0
88,89,N-260A,national,0,1,0
89,90,N-260A,national,0,1,0
90,91,N-260A,national,0,1,0
91,92,N-260A,national,0,1,1
92,93,N-260A,national,0,1,0
93,94,N-260A,national,0,0,0
94,95,N-260A,national,0,0,1
95,96,N-260A,national,1,1,0
96,97,N-260A,national,0,0,0
97,98,N-260A,national,0,1,0
98,99,N-260A,national,0,1,0
99,100,N-260A,national,0,1,0
100,101,N-260A,national,0,1,1
101,102,N-260A,national,0,0,0
102,103,N-260A,national,0,1,1
103,104,N-260A,national,0,0,0
104,105,N-260A,national,0,1,0
105,106,N-260A,national,0,1,0
106,107,N-260A,national,0,1,0
107,108,N-260A,national,1,1,1
108,109,N-260A,national,0,1,0
109,110,N-260A,national,0,0,0
110,111,N-260A,national,0,0,1
111,112,N-260A,national,0,1,0
112,113,N-260A,national,0,0,0
113,114,N-260A,national,0,0,0
114,115,N-260A,national,0,0,0
115,116,N-260A,national,0,1,0
116,117,N-260A,national,0,0,0
117,118,N-260A,national,0,1,1
118,119,N-260A,national,1,1,0
119,120,N-260A,national,0,0,1
120,121,N-260A,national,0,0,0
121,122,N-260A,national,0,1,0
122,123,N-260A,national,0,0,0
123,124,N-260A,national,0,1,1
124,125,N-260A,national,0,0,0
125,126,N-260A,national,0,1,0
126,127,N-260A,national,0,0,0
127,128,N-260A,national,0,1,0
128,129,N-260A,national,0,1,1
129,130,N-260A,national,0,1,0
130,131,N-260A,national,0,0,0
131,132,N-260A,national,0,1,0
132,133,N-260A,national,0,0,0
133,134,N-260A,national,0,1,0
134,135,N-260A,national,0,0,0
135,136,N-260A,national,0,0,1
136,137,N-260A,national,0,1,0
137,138,N-260A,national,0,0,1
138,139,N-260A,national,1,0,1
139,140,N-260A,national,0,0,0
140,141,N-260A,national,0,0,0
141,142,N-260A,national,0,0,0
142,143,N-260A,national,0,0,0
143,144,N-260A,national,0,1,0
144,145,N-260A,national,0,1,0
145,146,N-260A,national,0,0,0
146,147,N-260A,national,0,1,1
147,148,N-260A,national,1,1,0
148,149,N-260A,national,0,1,0
149,150,N-260A,national,0,1,1
150,151,N-260A,national,1,0,1
151,152,N-260A,national,0,1,0
152,153,N-260A,national,1,0,0
153,154,N-260A,national,0,1,0
154,155,N-260A,national,0,1,0
155,156,N-260A,national,0,0,0
156,157,N-260A,national,0,1,0
157,158,N-260A,national,0,1,1
158,159,N-260A,national,0,1,0
159,160,N-260A,national,0,1,0
160,161,N-260A,national,0,1,0
161,162,N-260A,national,0,0,0
162,163,N-260A,national,0,1,0
163,164,N-260A,national,0,0,0
164,165,N-260A,national,0,1,1
165,166,N-260A,national,0,1,1
166,167,N-260A,national,0,1,0
167,168,N-260A,national,1,1,1
168,169,N-260A,national,1,1,1
169,170,N-260A,national,0,1,0
170,171,N-260A,national,0,1,1
171,172,N-260A,national,0,1,0
172,173,N-260A,national,0,1,0
173,174,N-260A,national,0,1,1
174,175,N-260A,national,0,1,0
175,176,N-260A,national,1,1,0
176,177,N-260A,national,0,1,1
177,178,N-260A,national,1,0,0
178,179,N-260A,national,0,1,1
179,180,N-260A,national,0,1,0
180,181,N-260A,national,0,1,0
181,182,N-260A,national,0,0,0
182,183,N-260A,national,0,1,0
183,184,N-260A,national,0,1,1
184,185,N-260A,national,0,0,0
185,186,N-260A,national,0,0,0
186,187,N-260A,national,0,1,0
187,188,N-260A,national,0,1,0
188,189,N-260A,national,0,1,0
189,190,N-260A,national,0,1,1
190,191,N-260A,national,0,1,1
191,192,N-260A,national,0,0,0
192,193,N-260A,national,0,1,1
193,194,N-260A,national,0,1,0
194,195,N-260A,national,0,1,0
195,196,N-260A,national,0,1,0
196,197,N-260A,national,0,0,1
197,198,N-260A,national,0,0,0
198,199,N-260A,national,0,1,0
199,200,N-260A,national,0,1,1
200,201,N-260A,national,0,0,1
201,202,N-260A,national,0,1,1
202,203,N-260A,national,0,0,1
203,204,N-260A,national,0,1,0
204,205,N-260A,national,0,0,0
205,206,N-260A,national,0,1,0
206,207,N-260A,national,0,0,1
207,208,N-260A,national,0,1,0
208,209,N-260A,national,0,1,0
209,210,N-260A,national,0,1,1
210,211,N-260A,national,0,1,0
211,212,N-260A,national,0,0,0
212,213,N-260A,national,0,0,0
213,214,N-260A,national,0,1,1
214,215,N-260A,national,0,1,1
215,216,N-260A,national,0,0,0
216,217,N-260A,national,0,1,1
217,218,N-260A,national,0,0,1
218,219,N-260A,national,0,0,0
219,220,N-260A,national,0,1,0
220,221,N-260A,national,0,1,0
221,222,N-260A,national,0,0,0
222,223,N-260A,national,0,1,0
223,224,N-260A,national,0,1,0
224,225,N-260A,national,0,1,1
225,226,N-260A,national,0,1,0
226,227,N-260A,national,0,1,0
227,228,N-260A,national,0,0,1
228,229,N-260A,national,0,0,0
229,230,N-260A,national,0,1,0
230,231,N-260A,national,0,1,0
231,232,N-260A,national,0,1,0
232,233,N-260A,national,0,0,0
233,234,N-260A,national,0,0,0
234,235,N-260A,national,1,0,0
235,236,N-260A,national,0,1,0
236,237,N-260A,national,0,1,1
237,238,N-260A,national,0,0,0
238,239,N-260A,national,0,1,0
239,240,N-260A,national,0,1,0
240,241,N-260A,national,0,1,0
241,242,N-260A,national,0,1,1
242,243,N-260A,national,0,1,0
243,244,N-260A,national,1,0,0
244,245,N-260A,national,0,1,0
245,246,N-260A,national,0,1,0
246,247,N-260A,national,0,0,0
247,248,N-260A,national,0,0,0
248,249,N-260A,national,0,1,1
249,250,N-260A,national,0,0,0
250,251,N-260A,national,0,1,0
251,252,N-260A,national,0,1,1
252,253,N-260A,national,1,1,0
253,254,N-260A,national,0,0,1
254,255,N-260A,national,0,1,1
255,256,N-260A,national,1,1,1
256,257,N-260A,national,0,1,0
257,258,N-260A,national,0,0,1
258,259,N-260A,national,0,1,1
259,260,N-260A,national,0,0,1
260,261,N-260A,national,0,1,0
261,262,N-260A,national,0,1,0
262,263,N-260A,national,0,0,0
263,264,N-260A,national,0,1,0
264,265,N-260A,national,0,0,0
265,266,N-260A,national,0,1,1
266,267,N-260A,national,0,1,0
267,268,N-260A,national,0,1,0
268,269,N-260A,national,0,1,0
269,270,N-260A,national,0,0,0
270,271,N-260A,national,0,0,1
271,272,N-260A,national,0,0,1
272,273,N-260A,national,0,1,0
273,274,N-260A,national,0,1,1
274,275,N-260A,national,0,0,0
275,276,N-260A,national,0,0,0
276,277,N-260A,national,0,0,0
277,278,N-260A,national,0,1,0
278,279,N-260A,national,0,0,0
279,280,N-260A,national,0,0,0
280,281,N-260A,national,0,1,1
281,282,N-260A,national,0,0,0
282,283,N-260A,national,1,1,1
283,284,N-260A,national,0,0,0
284,285,N-260A,national,0,1,1
285,286,N-260A,national,0,1,0
286,287,N-260A,national,0,0,1
287,288,N-260A,national,0,1,1
288,289,N-260A,national,0,0,0
289,290,N-260A,national,0,0,0
290,291,N-260A,national,0,1,0
291,292,N-260A,national,0,0,1
292,293,N-260A,national,0,1,1
293,294,N-260A,national,0,0,0
294,295,N-260A,national,0,1,0
295,296,N-260A,national,0,1,1
296,297,N-260A,national,0,1,0
297,298,N-260A,national,0,1,1
298,299,N-260A,national,0,1,0
299,300,N-260A,national,0,1,0
300,301,N-260A,national,0,1,0
301,302,N-260A,national,0,0,0
302,303,N-260A,national,1,1,0
303,304,N-260A,national,0,1,0
304,305,N-260A,national,1,1,1
305,306,N-260A,national,0,1,0
306,307,N-260A,national,0,0,0
307,308,N-260A,national,0,1,0
308,309,N-260A,national,0,0,1
309,310,N-260A,national,0,1,0
310,311,N-260A,national,0,1,0
311,312,N-260A,national,0,1,0
312,313,N-260A,national,0,1,0
313,314,N-260A,national,0,1,0
314,315,N-260A,national,0,0,0
315,316,N-260A,national,0,0,0
316,317,N-260A,national,0,0,0
317,318,N-260A,national,0,1,0
318,319,N-260A,national,0,1,1
319,320,N-260A,national,0,0,1
320,321,N-260A,national,0,1,1
321,322,N-260A,national,1,1,0
322,323,N-260A,national,0,0,0
323,324,N-260A,national,0,0,0
324,325,N-260A,national,0,1,1
325,326,N-260A,national,0,0,1
326,327,N-260A,national,0,1,1
327,328,N-260A,national,0,0,0
328,329,N-260A,national,0,1,0
329,330,N-260A,national,0,1,1
330,331,N-260A,national,0,1,0
331,332,N-260A,national,0,0,1
332,333,N-260A,national,0,1,0
333,334,N-260A,national,0,1,0
334,335,N-260A,national,0,1,1
335,336,N-260A,national,0,0,0
336,337,N-260A,national,0,1,0
337,338,N-260A,national,0,1,0
338,339,N-260A,national,0,0,0
339,340,N-260A,national,0,0,1
340,341,N-260A,national,0,1,0
341,342,N-260A,national,0,0,0
342,343,N-260A,national,0,0,0
343,344,N-260A,national,0,0,0
344,345,N-260A,national,0,0,0
345,346,N-260A,national,0,1,1
346,347,N-260A,national,0,0,1
347,348,N-260A,national,1,1,0
348,349,N-260A,national,0,0,1
349,350,N-260A,national,1,1,0
350,351,N-260A,national,0,0,1
351,352,N-260A,national,0,1,0
352,353,N-260A,national,0,1,0
353,354,N-260A,national,0,0,0
354,355,N-260A,national,0,1,1
355,356,N-260A,national,0,1,0
356,357,N-260A,national,0,0,0
357,358,N-260A,national,0,1,1
358,359,N-260A,national,1,0,1
359,360,N-260A,national,0,1,0
360,361,N-260A,national,0,1,0
361,362,N-260A,national,0,0,0
362,363,N-260A,national,0,0,0
363,364,N-260A,national,0,1,1
364,365,N-260A,national,0,1,0
365,366,N-260A,national,0,1,0
366,367,N-260A,national,0,1,0
367,368,N-260A,national,0,0,1
368,369,N-260A,national,0,0,0
369,370,N-260A,national,0,1,0
370,371,N-260A,national,0,0,1
371,372,N-260A,national,0,1,0
372,373,N-260A,national,0,1,1
373,374,N-260A,national,0,1,1
374,375,N-260A,national,0,1,0
375,376,N-260A,national,0,1,1
376,377,N-260A,national,0,0,0
377,378,N-260A,national,1,1,0
378,379,N-260A,national,0,0,0
379,380,N-260A,national,0,1,1
380,381,N-260A,national,0,0,1
381,382,N-260A,national,0,1,0
382,383,N-260A,national,0,1,0
383,384,N-260A,national,0,1,0
384,385,N-260A,national,0,1,0
385,386,N-260A,national,0,0,0
386,387,N-260A,national,0,0,0
387,388,N-260A,national,0,1,1
388,389,N-260A,national,0,1,1
389,390,N-260A,national,0,1,0
390,391,N-260A,national,0,1,0
391,392,N-260A,national,0,1,0
392,393,N-260A,national,0,0,0
393,394,N-260A,national,0,1,1
394,395,N-260A,national,0,0,0
395,396,N-260A,national,0,0,0
396,397,N-260A,national,0,0,1
397,398,N-260A,national,0,1,1
398,399,N-260A,national,0,1,1
399,400,N-260A,national,0,0,0
400,401,N-260A,national,0,1,0
401,402,N-260A,national,0,1,0
402,403,N-260A,national,0,0,0
403,404,N-260A,national,0,1,0
404,405,N-260A,national,0,0,0
405,406,N-260A,national,0,1,0
406,407,N-260A,national,0,1,1
407,408,N-260A,national,0,1,0
408,409,N-260A,national,0,0,1
409,410,N-260A,national,0,0,0
410,411,N-260A,national,0,0,0
411,412,N-260A,national,0,1,0
412,413,N-260A,national,0,0,0
413,414,N-260A,national,0,1,0
414,415,N-260A,national,0,0,0
415,416,N-260A,national,0,1,0
416,417,N-260A,national,0,1,1
417,418,N-260A,national,0,0,1
418,419,N-260A,national,0,1,0
419,420,N-260A,national,0,1,0
420,421,N-260A,national,0,1,0
421,422,N-260A,national,1,1,1
422,423,N-260A,national,0,1,0
423,424,N-260A,national,0,0,0
424,425,N-260A,national,0,0,0
425,426,N-260A,national,0,1,1
426,427,N-260A,national,0,0,0
427,428,N-260A,national,0,1,1
428,429,N-260A,national,0,0,0
429,430,N-260A,national,0,1,0
430,431,N-260A,national,0,1,0
431,432,N-260A,national,0,0,0
432,433,N-260A,national,0,0,0
433,434,N-260A,national,0,1,1
434,435,N-260A,national,0,0,0
435,436,N-260A,national,0,1,0
436,437,N-260A,national,0,0,0
437,438,N-260A,national,0,1,0
438,439,N-260A,national,0,1,0
439,440,N-260A,national,0,1,0
440,441,N-260A,national,0,1,1
441,442,N-260A,national,0,1,1
442,443,N-260A,national,0,0,0
443,444,N-260A,national,0,1,0
444,445,N-260A,national,0,0,1
445,446,N-260A,national,0,1,0
446,447,N-260A,national,0,0,1
447,448,N-260A,national,0,0,0
448,449,N-260A,national,0,1,0
449,450,N-260A,national,0,0,0
450,451,N-260A,national,0,0,0
451,452,N-260A,national,0,0,0
452,453,N-260A,national,0,1,0
453,454,N-260A,national,0,1,1
454,455,N-260A,national,0,0,1
455,456,N-260A,national,0,1,0
456,457,N-260A,national,1,0,0
457,458,N-260A,national,0,1,1
458,459,N-260A,national,0,0,0
459,460,N-260A,national,0,1,0
460,461,N-260A,national,0,1,0
461,462,N-260A,national,0,0,1
462,463,N-260A,national,0,1,0
463,464,N-260A,national,0,0,0
464,465,N-260A,national,0,0,1
465,466,N-260A,national,1,1,0
466,467,N-260A,national,0,1,0
467,468,N-260A,national,0,1,0
468,469,N-260A,national,0,1,0
469,470,N-260A,national,0,0,1
470,471,N-260A,national,1,1,1
471,472,N-260A,national,0,1,0
472,473,N-260A,national,0,1,0
473,474,N-260A,national,0,1,0
474,475,N-260A,national,0,0,0
475,476,N-260A,national,0,1,0
476,477,N-260A,national,0,0,0
477,478,N-260A,national,0,0,0
478,479,N-260A,national,0,0,0
479,480,N-260A,national,0,1,1
480,481,N-260A,national,0,0,1
481,482,N-260A,national,0,1,0
482,483,N-260A,national,0,1,0
483,484,N-260A,national,0,1,0
484,485,N-260A,national,0,0,0
485,486,N-260A,national,0,1,0
486,487,N-260A,national,0,1,1
487,488,N-260A,national,1,1,0
488,489,N-260A,national,0,1,0
489,490,N-260A,national,1,1,0
490,491,N-260A,national,0,1,0
491,492,N-260A,national,0,0,1
492,493,N-260A,national,0,1,0
493,494,N-260A,national,0,1,1
494,495,N-260A,national,0,1,0
495,496,N-260A,national,0,0,1
496,497,N-260A,national,0,0,0
497,498,N-260A,national,0,0,1
498,499,N-260A,national,0,0,0
499,500,N-260A,national,1,1,0
500,501,N-260A,national,1,1,0
501,502,N-260A,national,0,1,0
502,503,N-260A,national,1,1,0
503,504,N-260A,national,0,1,0
504,505,N-260A,national,0,0,1
505,506,N-260A,national,1,1,0
506,507,N-260A,national,0,0,1
507,508,N-260A,national,0,0,0
508,509,N-260A,national,0,1,0
509,510,N-260A,national,0,0,0
510,511,N-260A,national,0,1,0
511,512,N-260A,national,0,0,1
512,513,N-260A,national,0,0,0
513,514,N-260A,national,0,0,0
514,515,N-260A,national,0,0,0
515,516,N-260A,national,0,1,1
516,517,N-260A,national,0,1,0
517,518,N-260A,national,0,1,0
0,1,N-260R,national,0,1,0
1,2,N-260R,national,0,1,0
0,1,N-2A,national,0,0,0
1,2,N-2A,national,0,0,0
2,3,N-2A,national,1,1,0
3,4,N-2A,national,0,1,1
4,5,N-2A,national,0,0,0
5,6,N-2A,national,0,1,0
6,7,N-2A,national,0,1,0
7,8,N-2A,national,0,1,0
8,9,N-2A,national,0,1,0
9,10,N-2A,national,0,1,0
10,11,N-2A,national,0,1,1
11,12,N-2A,national,0,1,0
12,13,N-2A,national,0,1,0
13,14,N-2A,national,0,1,1
14,15,N-2A,national,0,1,0
15,16,N-2A,national,1,0,0
16,17,N-2A,national,0,1,0
17,18,N-2A,national,0,0,0
18,19,N-2A,national,0,0,0
19,20,N-2A,national,0,1,1
20,21,N-2A,national,0,1,1
21,22,N-2A,national,0,0,0
22,23,N-2A,national,0,0,0
23,24,N-2A,national,0,1,0
24,25,N-2A,national,0,1,1
25,26,N-2A,national,0,1,1
26,27,N-2A,national,0,1,0
27,28,N-2A,national,0,0,0
28,29,N-2A,national,0,1,0
29,30,N-2A,national,0,1,1
30,31,N-2A,national,0,0,0
31,32,N-2A,national,0,0,0
32,33,N-2A,national,0,1,0
33,34,N-2A,national,0,0,1
34,35,N-2A,national,0,0,0
35,36,N-2A,national,0,1,0
36,37,N-2A,national,0,0,0
37,38,N-2A,national,0,0,0
38,39,N-2A,national,0,0,1
39,40,N-2A,national,0,1,0
40,41,N-2A,national,0,0,0
41,42,N-2A,national,0,1,0
42,43,N-2A,national,0,1,0
43,44,N-2A,national,0,1,0
44,45,N-2A,national,0,0,1
45,46,N-2A,national,0,1,0
46,47,N-2A,national,0,0,1
47,48,N-2A,national,1,0,0
48,49,N-2A,national,0,1,1
49,50,N-2A,national,0,1,0
50,51,N-2A,national,1,1,0
51,52,N-2A,national,0,1,0
52,53,N-2A,national,0,1,0
53,54,N-2A,national,0,1,0
54,55,N-2A,national,1,1,0
55,56,N-2A,national,0,1,0
56,57,N-2A,national,0,0,0
57,58,N-2A,national,0,1,0
58,59,N-2A,national,0,0,0
59,60,N-2A,national,0,1,0
